  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
 1139   93.09 -999.00   92.36    1.08
 1149   92.44   92.44   92.44    1.08
 1159   92.28   92.28   92.28    1.08
 1169   92.41 -999.00   92.24    1.08
 1179   92.19   92.19   92.19    1.08
 1189   92.40   92.40   92.40    1.08
 1199   92.57 -999.00   92.33    1.08
 1209   92.27   92.27   92.27    1.09
 1219   92.88 -999.00   92.41    1.09
 1230   92.56   92.56   92.56    1.10
 1240   92.28   92.28   92.28    1.08
 1250   92.04   92.04   92.04    1.08
 1260   92.01   92.01   92.01    1.10
 1270   92.11   92.11   92.11    1.09
 1280   92.17   92.17   92.17    1.09
 1290   92.25   92.25   92.25    1.08
 1300   92.24   92.24   92.24    1.08
 1310   92.51 -999.00   92.22    1.08
 1320   92.20   92.20   92.20    1.08
 1330   92.46   92.46   92.46    1.08
 1340   92.36   92.36   92.36    1.08
 1350   92.61   92.61   92.61    1.09
 1361   92.56   92.56   92.56    1.08
 1371   92.88   92.88   92.88    1.09
 1381   93.17 -999.00   92.69    1.08
 1391   92.49   92.49   92.49    1.08
 1401   92.64   92.64   92.64    1.08
 1411   92.65   92.65   92.65    1.08
 1421   92.64   92.64   92.64    1.07
 1431   92.69   92.69   92.69    1.08
 1441   92.57   92.57   92.57    1.08
 1451   92.61   92.61   92.61    1.07
 1461   92.59   92.59   92.59    1.07
 1471   92.56   92.56   92.56    1.09
 1481   92.70   92.70   92.70    1.08
 1491   92.69   92.69   92.69    1.09
 1501   92.57   92.57   92.57    1.08
 1511   93.59 -999.00   92.57    1.10
 1522   92.56   92.56   92.56    1.08
 1532   93.71 -999.00   92.68    1.07
 1542   92.80   92.80   92.80    1.08
 1552   92.65   92.65   92.65    1.08
 1562   92.56   92.56   92.56    1.09
 1572   92.41   92.41   92.41    1.08
 1582   92.54   92.54   92.54    1.08
 1592   92.53   92.53   92.53    1.08
 1607   92.53   92.53   92.53    1.08
 1618   95.69 -999.00   92.70    1.08
 1628   92.86   92.86   92.86    1.08
 1638   92.54   92.54   92.54    1.08
 1648   93.12 -999.00   92.64    1.08
 1658   92.73   92.73   92.73    1.08
 1668   92.81   92.81   92.81    1.08
 1678   92.83   92.83   92.83    1.09
