  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
    0   47.51   47.51   47.51   -0.01
   10   43.24   43.24   43.24    0.00
   23   43.85   43.85   43.85    0.01
   33   44.46   44.46   44.46    0.17
   43   44.73   44.73   44.73    0.22
   53   45.74 -999.00   44.76    0.25
   64   44.79   44.79   44.79    0.32
   74   45.31 -999.00   44.72    0.31
   84   44.65   44.65   44.65    0.31
   94   44.97   44.97   44.97    0.38
  104   45.10   45.10   45.10    0.38
  114   45.15   45.15   45.15    0.38
  124   44.99   44.99   44.99    0.43
  134   44.97   44.97   44.97    0.49
  144   44.87   44.87   44.87    0.56
  154   45.79   45.79   45.79    0.58
  165   46.01   46.01   46.01    0.64
  175   46.35 -999.00   46.00    0.64
  185   45.98   45.98   45.98    0.63
  195   45.87   45.87   45.87    0.64
  205   46.01   46.01   46.01    0.63
  215   46.21 -999.00   45.88    0.64
  225   45.74   45.74   45.74    0.64
  236   45.79   45.79   45.79    0.70
  246   45.19   45.19   45.19    1.55
  256   44.50   44.50   44.50    2.60
  266   44.26   44.26   44.26    1.38
  276   44.49   44.49   44.49    0.87
  286   45.47 -999.00   44.52    0.76
  296   44.55   44.55   44.55    0.78
  306   44.49   44.49   44.49    0.83
  316   45.52 -999.00   44.74    0.89
  327   45.02   45.02   45.02    0.89
  337   45.05   45.05   45.05    0.90
  347   44.86   44.86   44.86    0.95
  357   44.87   44.87   44.87    0.96
  367   44.83   44.83   44.83    0.96
  377   44.74   44.74   44.74    0.96
  392   44.62   44.62   44.62    0.95
  404   44.78   44.78   44.78    0.96
  414   44.68   44.68   44.68    0.96
  424   44.70   44.70   44.70    0.96
  434   44.54   44.54   44.54    0.95
  444   44.66   44.66   44.66    0.96
  454   44.74   44.74   44.74    0.96
  464   44.65   44.65   44.65    0.96
  474   44.63   44.63   44.63    0.96
  484   45.24 -999.00   44.68    0.96
  495   44.73   44.73   44.73    0.96
  505   44.60   44.60   44.60    1.01
  515   44.55   44.55   44.55    1.21
  525   44.91 -999.00   44.58    1.15
  535   44.60   44.60   44.60    1.11
  545   44.60   44.60   44.60    1.08
  555   44.79   44.79   44.79    1.09
  566   47.11 -999.00   45.19    1.09
  576   45.55   45.55   45.55    1.09
  586   46.16 -999.00   45.15    1.02
  596   44.74   44.74   44.74    1.02
  606   45.15 -999.00   44.71    1.02
  616   44.68   44.68   44.68    1.02
  626   48.65 -999.00   44.66    1.02
  636   44.63   44.63   44.63    1.02
  646   44.62   44.62   44.62    1.02
  656   44.76   44.76   44.76    1.02
  667   44.83   44.83   44.83    1.02
  677   44.68   44.68   44.68    1.02
  687   44.76   44.76   44.76    1.02
  697   47.81 -999.00   44.70    1.02
  707   44.63   44.63   44.63    1.02
  717   44.83   44.83   44.83    1.02
  727   44.76   44.76   44.76    1.02
  742   47.86 -999.00   44.70    1.02
  753   44.65   44.65   44.65    1.02
  763   44.81   44.81   44.81    1.02
  773   48.36 -999.00   44.78    1.02
  783   44.76   44.76   44.76    1.02
  793   44.55   44.55   44.55    1.02
  804   44.62   44.62   44.62    1.02
  814   45.53 -999.00   44.65    1.02
  824   44.68   44.68   44.68    1.02
  834   44.73   44.73   44.73    1.02
  844   44.57   44.57   44.57    1.02
  854   44.66   44.66   44.66    1.02
  864   44.65   44.65   44.65    1.02
  874   44.49   44.49   44.49    1.02
  885   44.46   44.46   44.46    1.02
  895   44.50   44.50   44.50    1.02
  905   47.83   47.83   47.83    1.02
  915   47.76   47.76   47.76    1.02
  925   44.57   44.57   44.57    1.02
  935   44.47   44.47   44.47    1.02
  945   44.78 -999.00   44.50    1.02
  955   44.52   44.52   44.52    1.02
  965   44.66   44.66   44.66    1.02
  975   44.49   44.49   44.49    1.02
  985   44.65   44.65   44.65    1.02
  996   44.62   44.62   44.62    1.02
 1006   44.68   44.68   44.68    1.02
 1016   44.44   44.44   44.44    1.02
 1026   44.58   44.58   44.58    1.02
 1036   47.01 -999.00   44.59    1.02
 1046   44.60   44.60   44.60    1.02
 1056   44.65   44.65   44.65    1.02
 1067   44.60   44.60   44.60    1.02
 1077   44.54   44.54   44.54    1.02
 1087   44.62   44.62   44.62    1.02
 1097   44.76   44.76   44.76    1.02
 1107   44.52   44.52   44.52    1.02
 1117   44.54   44.54   44.54    1.02
 1127   46.83 -999.00   44.83    1.02
 1137   45.11   45.11   45.11    1.03
 1152   44.49   44.49   44.49    1.02
 1163   44.60   44.60   44.60    1.03
 1173   44.39   44.39   44.39    1.02
 1183   44.62   44.62   44.62    1.02
 1193   45.29 -999.00   44.50    1.02
 1203   44.38   44.38   44.38    1.02
 1213   44.58   44.58   44.58    1.02
 1223   44.76   44.76   44.76    1.02
 1234   44.86   44.86   44.86    1.02
 1244   44.31   44.31   44.31    1.02
 1254   44.39   44.39   44.39    1.02
 1264   44.36   44.36   44.36    1.02
 1274   44.66   44.66   44.66    1.02
 1284   44.95   44.95   44.95    1.02
 1294   45.18 -999.00   44.69    1.02
 1304   44.42   44.42   44.42    1.02
 1314   44.33   44.33   44.33    1.02
 1325   47.60 -999.00   44.37    1.02
 1335   44.41   44.41   44.41    1.02
 1345   46.75 -999.00   44.33    1.02
 1355   44.25   44.25   44.25    1.02
 1365   44.25   44.25   44.25    1.02
 1375   44.23   44.23   44.23    1.02
 1385   44.26   44.26   44.26    1.02
 1395   44.21   44.21   44.21    1.02
 1405   44.30   44.30   44.30    1.02
 1416   44.49   44.49   44.49    1.02
 1426   46.40   46.40   46.40    1.02
 1436   47.20 -999.00   45.43    1.02
 1446   44.46   44.46   44.46    1.02
 1456   44.46   44.46   44.46    1.02
 1466   44.33   44.33   44.33    1.02
 1476   44.31   44.31   44.31    1.02
 1486   44.36   44.36   44.36    1.02
 1496   47.73 -999.00   44.58    1.02
 1507   44.83   44.83   44.83    1.02
 1517   44.49   44.49   44.49    1.02
 1527   44.34   44.34   44.34    1.02
 1537   44.46   44.46   44.46    1.02
 1552   44.74 -999.00   44.52    1.02
 1563   44.57   44.57   44.57    1.02
 1573   48.09 -999.00   44.62    1.02
 1583   44.66   44.66   44.66    1.02
 1593   44.49   44.49   44.49    1.02
 1604   44.84 -999.00   44.43    1.02
 1614   44.38   44.38   44.38    1.02
 1624   44.97 -999.00   44.45    1.02
 1634   44.52   44.52   44.52    1.02
 1644   44.49   44.49   44.49    1.02
 1654   44.47   44.47   44.47    1.02
 1664   44.71   44.71   44.71    1.02
 1675   44.65   44.65   44.65    1.02
 1685   44.60   44.60   44.60    1.02
 1695   44.39   44.39   44.39    1.02
 1705   45.31 -999.00   44.57    1.02
 1715   44.74   44.74   44.74    1.02
 1725   44.50   44.50   44.50    1.02
 1735   44.50   44.50   44.50    1.02
 1745   46.95 -999.00   44.59    1.02
 1756   44.68   44.68   44.68    1.02
 1766   44.78   44.78   44.78    1.02
 1776   44.76   44.76   44.76    1.02
 1786   44.76   44.76   44.76    1.02
 1796   44.63   44.63   44.63    1.02
 1806   44.78   44.78   44.78    1.02
 1816   44.83   44.83   44.83    1.02
 1826   44.66   44.66   44.66    1.02
 1837   44.74   44.74   44.74    1.02
 1847   44.63   44.63   44.63    1.02
 1857   46.50 -999.00   44.78    1.02
 1867   44.92   44.92   44.92    1.02
 1877   44.81   44.81   44.81    1.02
 1887   45.27 -999.00   44.85    1.02
 1897   44.89   44.89   44.89    1.02
 1913   44.74   44.74   44.74    1.02
 1923   44.58   44.58   44.58    1.02
 1933   44.60   44.60   44.60    1.02
 1943   45.15 -999.00   44.71    1.02
 1953   44.83   44.83   44.83    1.02
 1963   44.73   44.73   44.73    1.02
 1973   44.89 -999.00   44.63    1.02
 1983   44.54   44.54   44.54    1.02
 1993   44.66   44.66   44.66    1.02
 2004   44.55   44.55   44.55    1.02
 2014   44.62   44.62   44.62    1.02
 2024   44.70   44.70   44.70    1.02
 2034   44.68   44.68   44.68    1.02
 2044   44.65   44.65   44.65    1.02
 2054   44.62   44.62   44.62    1.02
 2064   44.62   44.62   44.62    1.02
 2074   45.21 -999.00   44.61    1.02
 2084   44.60   44.60   44.60    1.02
 2094   44.66   44.66   44.66    1.02
 2105   45.45 -999.00   44.60    1.02
 2115   44.54   44.54   44.54    1.02
 2125   44.76 -999.00   44.51    1.02
 2135   44.49   44.49   44.49    1.02
 2145   44.86   44.86   44.86    1.02
 2155   45.26 -999.00   44.69    1.02
 2165   44.52   44.52   44.52    1.02
 2176   44.70   44.70   44.70    1.02
 2186   44.71   44.71   44.71    1.02
 2196   44.94 -999.00   44.73    1.02
 2206   44.74   44.74   44.74    1.02
 2216   47.57   47.57   47.57    1.02
 2226   47.60   47.60   47.60    1.02
 2236   44.94   44.94   44.94    1.02
 2246   46.22 -999.00   44.82    1.02
 2256   44.70   44.70   44.70    1.02
 2267   44.79   44.79   44.79    1.02
 2277   44.78   44.78   44.78    1.02
 2287   44.87   44.87   44.87    1.02
 2297   45.11 -999.00   44.90    1.02
 2307   44.92   44.92   44.92    1.02
 2317   45.53 -999.00   44.85    1.02
 2333   44.74   44.74   44.74    1.02
 2343   44.99   44.99   44.99    1.02
 2353   45.29 -999.00   45.02    1.03
 2363   45.05   45.05   45.05    1.02
 2373   44.97   44.97   44.97    1.02
 2384   45.95 -999.00   44.98    1.02
 2394   44.99   44.99   44.99    1.02
 2404   45.11   45.11   45.11    1.02
 2414   45.07   45.07   45.07    1.02
 2424   45.07   45.07   45.07    1.02
 2434   45.23   45.23   45.23    1.02
 2444   45.72 -999.00   45.23    1.03
 2454   45.23   45.23   45.23    1.02
 2464   45.02   45.02   45.02    1.02
 2474   45.19   45.19   45.19    1.02
 2484   45.05   45.05   45.05    1.02
 2495   45.10   45.10   45.10    1.02
 2505   45.27   45.27   45.27    1.02
 2515   45.29   45.29   45.29    1.02
 2525   45.58 -999.00   45.32    1.03
 2535   45.36   45.36   45.36    1.02
 2545   44.92   44.92   44.92    1.02
 2556   45.27   45.27   45.27    1.02
 2566   45.29   45.29   45.29    1.02
 2576   45.40   45.40   45.40    1.02
 2586   45.34   45.34   45.34    1.02
 2596   45.37   45.37   45.37    1.02
 2606   45.77   45.77   45.77    1.02
 2616   45.64   45.64   45.64    1.02
 2626   45.48   45.48   45.48    1.02
 2637   45.36   45.36   45.36    1.02
 2647   47.01 -999.00   45.44    1.02
 2657   45.52   45.52   45.52    1.02
 2667   45.45   45.45   45.45    1.02
 2677   45.40   45.40   45.40    1.02
 2687   45.64 -999.00   45.39    1.02
 2697   45.37   45.37   45.37    1.02
 2707   45.31   45.31   45.31    1.02
 2722   45.48   45.48   45.48    1.02
 2733   45.34   45.34   45.34    1.02
 2743   45.53   45.53   45.53    1.02
 2753   45.44   45.44   45.44    1.02
 2763   45.58   45.58   45.58    1.02
 2773   45.44   45.44   45.44    1.02
 2784   45.40   45.40   45.40    1.02
 2794   46.17   46.17   46.17    1.02
 2804   46.40   46.40   46.40    1.02
 2814   47.52 -999.00   45.94    1.02
 2824   45.48   45.48   45.48    1.02
 2834   45.45   45.45   45.45    1.02
 2844   45.47   45.47   45.47    1.02
 2854   45.53   45.53   45.53    1.02
 2864   47.88 -999.00   45.64    1.02
 2874   45.74   45.74   45.74    1.02
 2884   45.77   45.77   45.77    1.02
 2894   45.69   45.69   45.69    1.02
 2904   45.45   45.45   45.45    1.02
 2914   46.16 -999.00   45.46    1.02
 2925   45.47   45.47   45.47    1.02
 2935   45.58   45.58   45.58    1.02
 2945   46.01   46.01   46.01    1.02
 2955   45.87   45.87   45.87    1.02
 2965   45.77   45.77   45.77    1.02
 2975   45.90   45.90   45.90    1.02
 2985   45.93   45.93   45.93    1.02
 2995   45.97   45.97   45.97    1.02
 3006   45.92   45.92   45.92    1.02
 3016   46.74 -999.00   45.91    1.02
 3026   45.90   45.90   45.90    1.02
 3036   45.89   45.89   45.89    1.02
 3046   46.11   46.11   46.11    1.02
 3056   46.16   46.16   46.16    1.02
 3066   46.33   46.33   46.33    1.02
 3076   47.41   47.41   47.41    1.02
 3087   48.07 -999.00   47.18    1.02
 3097   46.96   46.96   46.96    1.02
 3107   46.17   46.17   46.17    1.02
 3117   45.98   45.98   45.98    1.02
 3127   46.11   46.11   46.11    1.02
 3137   45.85   45.85   45.85    1.02
 3147   45.98   45.98   45.98    1.02
 3162   45.90   45.90   45.90    1.02
 3173   45.93   45.93   45.93    1.02
 3183   45.97   45.97   45.97    1.02
 3193   46.74 -999.00   45.93    1.02
 3203   45.90   45.90   45.90    1.02
 3213   46.01   46.01   46.01    1.02
 3223   46.09   46.09   46.09    1.03
 3233   45.97   45.97   45.97    1.02
 3244   46.33 -999.00   45.93    1.02
 3254   45.90   45.90   45.90    1.02
 3264   46.00   46.00   46.00    1.02
 3274   45.95   45.95   45.95    1.02
 3284   45.87   45.87   45.87    1.02
 3294   46.11   46.11   46.11    1.02
 3304   46.53 -999.00   46.00    1.02
 3314   45.89   45.89   45.89    1.02
 3324   46.05   46.05   46.05    1.02
 3335   46.08   46.08   46.08    1.02
 3345   45.97   45.97   45.97    1.02
 3355   45.87   45.87   45.87    1.02
 3365   45.84   45.84   45.84    1.02
 3375   45.97   45.97   45.97    1.02
 3385   46.16 -999.00   45.92    1.02
 3395   45.87   45.87   45.87    1.02
 3405   46.30 -999.00   45.91    1.02
 3415   45.95   45.95   45.95    1.02
 3425   46.14 -999.00   45.89    1.02
 3435   45.84   45.84   45.84    1.02
 3445   46.19   46.19   46.19    1.02
 3455   49.00 -999.00   46.18    1.02
 3466   46.16   46.16   46.16    1.03
 3476   46.01   46.01   46.01    1.02
 3486   46.30   46.30   46.30    1.02
 3496   46.17   46.17   46.17    1.02
 3506   45.97   45.97   45.97    1.02
 3516   46.25 -999.00   46.01    1.02
 3526   46.05   46.05   46.05    1.02
 3536   49.92 -999.00   46.02    1.02
 3547   46.00   46.00   46.00    1.02
 3557   46.05   46.05   46.05    1.02
 3567   46.19   46.19   46.19    1.02
 3577   46.11   46.11   46.11    1.02
 3587   46.24   46.24   46.24    1.02
 3597   46.29   46.29   46.29    1.02
 3607   46.30   46.30   46.30    1.02
 3617   46.14   46.14   46.14    1.02
 3633   46.86 -999.00   46.22    1.02
 3643   46.27   46.27   46.27    1.02
 3653   46.35   46.35   46.35    1.02
 3664   46.29   46.29   46.29    1.02
 3674   49.56   49.56   49.56    1.02
 3684   49.85 -999.00   47.99    1.02
 3694   46.42   46.42   46.42    1.03
 3704   46.45   46.45   46.45    1.03
 3714   46.19   46.19   46.19    1.02
 3724   46.19   46.19   46.19    1.02
 3734   46.50   46.50   46.50    1.02
 3744   46.50   46.50   46.50    1.02
 3755   46.42   46.42   46.42    1.02
 3765   46.50   46.50   46.50    1.03
 3775   46.53   46.53   46.53    1.02
 3785   46.35   46.35   46.35    1.03
 3795   46.42   46.42   46.42    1.03
 3805   46.27   46.27   46.27    1.02
 3815   46.93 -999.00   46.34    1.02
 3825   46.42   46.42   46.42    1.02
 3835   47.09 -999.00   46.34    1.02
 3845   46.27   46.27   46.27    1.02
 3856   46.45   46.45   46.45    1.02
 3866   49.77 -999.00   46.39    1.02
 3876   46.33   46.33   46.33    1.02
 3886   46.29   46.29   46.29    1.02
 3896   46.27   46.27   46.27    1.03
 3906   46.85 -999.00   46.31    1.02
 3916   46.35   46.35   46.35    1.02
 3926   46.66   46.66   46.66    1.02
 3936   46.62   46.62   46.62    1.02
 3946   46.69   46.69   46.69    1.03
 3957   47.06 -999.00   46.70    1.03
 3967   46.70   46.70   46.70    1.02
 3977   46.80   46.80   46.80    1.03
 3987   46.42   46.42   46.42    1.02
 4002   46.62   46.62   46.62    1.02
 4013   46.38   46.38   46.38    1.02
 4023   46.50   46.50   46.50    1.02
 4034   46.61   46.61   46.61    1.02
 4044   46.50   46.50   46.50    1.03
 4054   46.64   46.64   46.64    1.02
 4064   46.74   46.74   46.74    1.02
 4074   46.67   46.67   46.67    1.02
 4084   46.58   46.58   46.58    1.02
 4094   46.64   46.64   46.64    1.02
 4104   46.64   46.64   46.64    1.02
 4114   48.10 -999.00   46.60    1.03
 4124   46.56   46.56   46.56    1.02
 4134   46.66   46.66   46.66    1.02
 4144   46.74   46.74   46.74    1.02
 4154   46.90   46.90   46.90    1.02
 4164   46.85   46.85   46.85    1.02
 4174   46.67   46.67   46.67    1.02
 4185   46.61   46.61   46.61    1.02
 4195   46.86   46.86   46.86    1.02
 4205   46.74   46.74   46.74    1.02
 4215   46.61   46.61   46.61    1.02
 4225   46.83   46.83   46.83    1.02
 4235   46.80   46.80   46.80    1.02
 4246   46.58   46.58   46.58    1.02
 4256   46.74   46.74   46.74    1.03
 4266   46.67   46.67   46.67    1.02
 4276   46.88   46.88   46.88    1.02
 4286   46.75   46.75   46.75    1.02
 4296   50.35 -999.00   47.45    1.02
 4306   48.15   48.15   48.15    1.02
 4316   47.17   47.17   47.17    1.02
 4326   46.77   46.77   46.77    1.02
 4336   46.93   46.93   46.93    1.02
 4346   47.01   47.01   47.01    1.02
 4357   46.85   46.85   46.85    1.02
 4367   47.04   47.04   47.04    1.02
 4377   46.98   46.98   46.98    1.02
 4387   47.78 -999.00   46.91    1.02
 4397   46.85   46.85   46.85    1.02
 4412   46.98   46.98   46.98    1.02
 4423   46.85   46.85   46.85    1.02
 4433   46.86   46.86   46.86    1.02
 4443   47.41 -999.00   46.91    1.03
 4453   46.95   46.95   46.95    1.03
 4463   47.12   47.12   47.12    1.02
 4474   48.65 -999.00   47.03    1.03
 4484   46.95   46.95   46.95    1.02
 4494   47.15   47.15   47.15    1.03
 4504   47.01   47.01   47.01    1.03
 4514   46.93   46.93   46.93    1.02
 4524   47.19 -999.00   46.93    1.02
 4534   46.93   46.93   46.93    1.02
 4544   47.03   47.03   47.03    1.02
 4554   46.91   46.91   46.91    1.03
 4565   47.01   47.01   47.01    1.03
 4575   46.86   46.86   46.86    1.03
 4585   46.82   46.82   46.82    1.02
 4595   47.76 -999.00   46.81    1.02
 4605   46.80   46.80   46.80    1.02
 4615   46.86   46.86   46.86    1.02
 4625   46.88   46.88   46.88    1.02
 4635   46.95   46.95   46.95    1.03
 4645   46.85   46.85   46.85    1.02
 4655   46.95   46.95   46.95    1.02
 4666   47.62 -999.00   47.03    1.02
 4676   47.11   47.11   47.11    1.02
 4686   47.04   47.04   47.04    1.03
 4696   47.17   47.17   47.17    1.03
 4706   47.06   47.06   47.06    1.02
 4716   47.17   47.17   47.17    1.03
 4726   47.22   47.22   47.22    1.03
 4736   47.07   47.07   47.07    1.02
 4746   47.31   47.31   47.31    1.03
 4756   47.41   47.41   47.41    1.02
 4766   47.25   47.25   47.25    1.02
 4777   48.29 -999.00   47.26    1.02
 4787   47.27   47.27   47.27    1.02
 4797   47.39   47.39   47.39    1.02
 4807   47.92 -999.00   47.41    1.02
 4817   47.43   47.43   47.43    1.03
 4827   47.25   47.25   47.25    1.02
 4837   47.25   47.25   47.25    1.02
 4847   47.75 -999.00   47.35    1.02
 4857   47.46   47.46   47.46    1.02
 4867   47.31   47.31   47.31    1.02
 4882   47.20   47.20   47.20    1.02
 4893   47.36   47.36   47.36    1.03
 4903   47.14   47.14   47.14    1.03
 4913   47.43 -999.00   47.19    1.03
 4923   47.25   47.25   47.25    1.02
 4933   47.52 -999.00   47.30    1.03
 4943   47.35   47.35   47.35    1.02
 4953   50.00 -999.00   47.42    1.03
 4964   47.49   47.49   47.49    1.03
 4974   47.33   47.33   47.33    1.02
 4984   47.31   47.31   47.31    1.02
 4994   47.57   47.57   47.57    1.03
 5004   47.59   47.59   47.59    1.03
 5015   48.25 -999.00   47.47    1.03
 5025   47.36   47.36   47.36    1.02
 5035   47.44   47.44   47.44    1.03
 5045   48.04 -999.00   47.47    1.02
 5055   47.49   47.49   47.49    1.03
 5065   47.33   47.33   47.33    1.03
 5075   47.38   47.38   47.38    1.03
 5085   47.43   47.43   47.43    1.02
 5096   50.74 -999.00   47.45    1.02
 5106   47.48   47.48   47.48    1.02
 5116   47.72   47.72   47.72    1.03
 5126   50.85 -999.00   47.60    1.02
 5136   47.49   47.49   47.49    1.02
 5146   47.68   47.68   47.68    1.03
 5156   47.67   47.67   47.67    1.03
 5166   47.59   47.59   47.59    1.02
 5177   47.84   47.84   47.84    1.03
 5187   47.73   47.73   47.73    1.03
 5197   47.67   47.67   47.67    1.03
 5207   48.09 -999.00   47.61    1.03
 5217   47.56   47.56   47.56    1.03
 5227   48.52   48.52   48.52    1.02
 5242   50.53 -999.00   47.97    1.02
 5253   47.57   47.57   47.57    1.02
 5264   47.68   47.68   47.68    1.03
 5274   47.81   47.81   47.81    1.03
 5284   47.80   47.80   47.80    1.03
 5294   47.73   47.73   47.73    1.03
 5304   47.64   47.64   47.64    1.03
 5314   47.62   47.62   47.62    1.03
 5324   47.81 -999.00   47.63    1.03
 5334   47.64   47.64   47.64    1.03
 5344   47.78   47.78   47.78    1.03
 5354   47.60   47.60   47.60    1.02
 5364   50.38 -999.00   47.97    1.02
 5374   48.33   48.33   48.33    1.03
 5384   49.56 -999.00   48.05    1.03
 5394   47.78   47.78   47.78    1.03
 5405   47.72   47.72   47.72    1.03
 5415   47.99   47.99   47.99    1.03
 5425   47.86   47.86   47.86    1.03
 5435   48.62 -999.00   47.84    1.03
 5445   47.81   47.81   47.81    1.03
 5455   47.97   47.97   47.97    1.03
 5465   47.84   47.84   47.84    1.02
 5475   47.81   47.81   47.81    1.02
 5486   47.81   47.81   47.81    1.02
 5496   48.07   48.07   48.07    1.03
 5506   48.12   48.12   48.12    1.03
 5516   48.17   48.17   48.17    1.02
 5526   47.94   47.94   47.94    1.03
 5536   47.96   47.96   47.96    1.03
 5546   49.79 -999.00   48.15    1.03
 5557   48.36   48.36   48.36    1.03
 5567   47.92   47.92   47.92    1.03
 5577   47.96   47.96   47.96    1.02
 5587   47.97   47.97   47.97    1.02
 5597   48.04   48.04   48.04    1.03
 5607   48.07   48.07   48.07    1.03
 5622   47.97   47.97   47.97    1.02
 5633   48.02   48.02   48.02    1.03
 5643   47.88   47.88   47.88    1.03
 5653   47.88   47.88   47.88    1.03
 5663   47.89   47.89   47.89    1.03
 5673   47.99   47.99   47.99    1.03
 5684   47.97   47.97   47.97    1.03
 5694   48.21   48.21   48.21    1.03
 5704   48.15   48.15   48.15    1.03
 5714   48.07   48.07   48.07    1.03
 5724   48.37 -999.00   48.14    1.03
 5734   48.21   48.21   48.21    1.03
 5744   48.20   48.20   48.20    1.03
 5754   48.20   48.20   48.20    1.03
 5765   48.63 -999.00   48.24    1.03
 5775   48.28   48.28   48.28    1.03
 5785   48.15   48.15   48.15    1.03
 5795   50.62 -999.00   48.18    1.02
 5805   48.21   48.21   48.21    1.03
 5815   48.18   48.18   48.18    1.03
 5825   48.18   48.18   48.18    1.03
 5835   48.05   48.05   48.05    1.03
 5845   48.10   48.10   48.10    1.02
 5855   48.20   48.20   48.20    1.03
 5865   48.41   48.41   48.41    1.03
 5875   48.33   48.33   48.33    1.03
 5886   48.17   48.17   48.17    1.03
 5896   51.36 -999.00   48.15    1.03
 5906   48.13   48.13   48.13    1.03
 5916   48.13   48.13   48.13    1.03
 5926   48.18   48.18   48.18    1.03
 5936   48.31   48.31   48.31    1.03
 5946   50.57 -999.00   48.25    1.02
 5956   48.18   48.18   48.18    1.03
 5966   48.31   48.31   48.31    1.03
 5976   48.33   48.33   48.33    1.03
 5986   48.29   48.29   48.29    1.03
 5997   48.49   48.49   48.49    1.03
 6007   48.36   48.36   48.36    1.03
 6017   49.37 -999.00   48.35    1.03
 6027   48.34   48.34   48.34    1.03
 6037   48.47   48.47   48.47    1.03
 6053   49.13 -999.00   48.54    1.03
 6063   48.58   48.58   48.58    1.03
 6073   48.52   48.52   48.52    1.03
 6083   48.33   48.33   48.33    1.02
 6093   48.42   48.42   48.42    1.03
 6103   48.45   48.45   48.45    1.03
 6113   48.37   48.37   48.37    1.03
 6124   48.36   48.36   48.36    1.03
 6134   48.20   48.20   48.20    1.03
 6144   48.36   48.36   48.36    1.03
 6154   48.25   48.25   48.25    1.03
 6164   48.34   48.34   48.34    1.03
 6174   48.26   48.26   48.26    1.03
 6184   48.54   48.54   48.54    1.03
 6194   49.05 -999.00   48.51    1.03
 6204   48.49   48.49   48.49    1.03
 6214   48.26   48.26   48.26    1.03
 6224   48.50 -999.00   48.29    1.03
 6234   48.33   48.33   48.33    1.03
 6244   48.54   48.54   48.54    1.03
 6255   48.57   48.57   48.57    1.03
 6265   48.31   48.31   48.31    1.03
 6275   48.62 -999.00   48.33    1.03
 6285   48.34   48.34   48.34    1.03
 6295   48.36   48.36   48.36    1.03
 6305   48.42   48.42   48.42    1.03
 6315   48.25   48.25   48.25    1.02
 6325   48.58 -999.00   48.23    1.03
 6336   48.21   48.21   48.21    1.03
 6346   48.25   48.25   48.25    1.02
 6356   48.26   48.26   48.26    1.03
 6366   48.33   48.33   48.33    1.03
 6376   48.60 -999.00   48.31    1.03
 6386   48.29   48.29   48.29    1.03
 6396   48.33   48.33   48.33    1.02
 6406   48.70 -999.00   48.34    1.03
 6416   48.36   48.36   48.36    1.02
 6427   48.41   48.41   48.41    1.03
 6437   49.10 -999.00   48.42    1.03
 6447   48.44   48.44   48.44    1.03
 6457   48.36   48.36   48.36    1.03
 6473   48.45   48.45   48.45    1.03
 6483   48.50   48.50   48.50    1.03
 6493   48.37   48.37   48.37    1.03
 6503   48.50   48.50   48.50    1.03
 6513   50.29 -999.00   48.42    1.03
 6523   48.34   48.34   48.34    1.03
 6533   48.44   48.44   48.44    1.03
 6543   51.80 -999.00   48.48    1.03
 6554   48.54   48.54   48.54    1.03
 6564   48.41   48.41   48.41    1.03
 6574   48.33   48.33   48.33    1.03
 6584   48.36   48.36   48.36    1.03
 6594   48.28   48.28   48.28    1.03
 6604   48.31   48.31   48.31    1.03
 6614   48.62 -999.00   48.37    1.03
 6624   48.42   48.42   48.42    1.03
 6635   48.66   48.66   48.66    1.03
 6645   48.58   48.58   48.58    1.03
 6655   48.62   48.62   48.62    1.03
 6665   48.39   48.39   48.39    1.03
 6675   48.97 -999.00   48.36    1.03
 6685   48.33   48.33   48.33    1.03
 6695   48.60   48.60   48.60    1.03
 6705   49.31 -999.00   48.55    1.03
 6716   48.50   48.50   48.50    1.03
 6726   48.39   48.39   48.39    1.03
 6736   48.57   48.57   48.57    1.03
 6746   48.49   48.49   48.49    1.03
 6756   48.57   48.57   48.57    1.03
 6766   48.44   48.44   48.44    1.03
 6776   48.34   48.34   48.34    1.03
 6787   48.63   48.63   48.63    1.03
 6797   48.50   48.50   48.50    1.03
 6807   48.70 -999.00   48.48    1.02
 6817   48.45   48.45   48.45    1.03
 6827   48.36   48.36   48.36    1.03
 6837   48.54   48.54   48.54    1.03
 6847   48.70   48.70   48.70    1.03
 6863   49.05 -999.00   48.61    1.03
 6873   48.55   48.55   48.55    1.03
 6883   49.47 -999.00   48.76    1.03
 6893   48.97   48.97   48.97    1.03
 6903   48.73   48.73   48.73    1.03
 6913   48.78   48.78   48.78    1.03
 6923   48.62   48.62   48.62    1.03
 6933   50.43 -999.00   49.01    1.03
 6943   49.40   49.40   49.40    1.03
 6954   48.97   48.97   48.97    1.04
 6964   51.81 -999.00   48.89    1.02
 6974   48.81   48.81   48.81    1.03
 6984   48.71   48.71   48.71    1.03
 6994   49.03 -999.00   48.79    1.03
 7004   48.87   48.87   48.87    1.03
 7014   48.70   48.70   48.70    1.03
 7024   48.94   48.94   48.94    1.03
 7034   48.82   48.82   48.82    1.03
 7044   48.73   48.73   48.73    1.03
 7054   48.97 -999.00   48.76    1.03
 7065   48.79   48.79   48.79    1.03
 7075   49.08   49.08   49.08    1.03
 7085   49.03   49.03   49.03    1.03
 7095   49.08   49.08   49.08    1.03
 7105   48.79   48.79   48.79    1.03
 7115   48.81   48.81   48.81    1.03
 7125   48.98 -999.00   48.82    1.03
