  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
28593   66.75   66.75   66.75    1.04
28603   66.89   66.89   66.89    1.04
28613   66.92   66.92   66.92    1.04
28623   66.81   66.81   66.81    1.04
28633   66.83   66.83   66.83    1.04
28643   67.13 -999.00   66.83    1.04
28653   66.83   66.83   66.83    1.04
28663   66.62   66.62   66.62    1.04
28674   66.97 -999.00   66.65    1.04
28684   66.68   66.68   66.68    1.04
28694   66.67   66.67   66.67    1.04
28704   66.75   66.75   66.75    1.04
28714   66.88   66.88   66.88    1.03
28724   68.39 -999.00   66.97    1.03
28734   67.07   67.07   67.07    1.04
28744   66.80   66.80   66.80    1.04
28754   66.68   66.68   66.68    1.03
28764   66.86   66.86   66.86    1.04
28774   66.84   66.84   66.84    1.04
28784   66.81   66.81   66.81    1.03
28795   69.51 -999.00   66.84    1.04
28805   66.86   66.86   66.86    1.04
28815   66.94   66.94   66.94    1.04
28825   67.36 -999.00   66.88    1.03
28835   66.83   66.83   66.83    1.04
28845   66.83   66.83   66.83    1.04
28855   67.49 -999.00   66.91    1.04
28866   67.00   67.00   67.00    1.04
28876   67.78 -999.00   66.91    1.04
28886   66.81   66.81   66.81    1.04
28896   66.76   66.76   66.76    1.03
28906   66.88   66.88   66.88    1.04
28916   66.84   66.84   66.84    1.04
28926   66.99   66.99   66.99    1.04
28937   67.79 -999.00   66.99    1.04
28947   66.99   66.99   66.99    1.04
28957   67.02   67.02   67.02    1.04
28967   67.12   67.12   67.12    1.04
28977   67.92 -999.00   67.03    1.04
28987   66.94   66.94   66.94    1.04
28997   66.96   66.96   66.96    1.04
29012   66.91   66.91   66.91    1.04
29024   67.04   67.04   67.04    1.04
29034   66.97   66.97   66.97    1.03
29044   67.33 -999.00   66.99    1.04
29054   67.00   67.00   67.00    1.04
29064   67.05   67.05   67.05    1.04
29074   67.12   67.12   67.12    1.04
29084   67.15   67.15   67.15    1.04
29095   66.99   66.99   66.99    1.03
29105   67.52 -999.00   67.15    1.04
29115   67.31   67.31   67.31    1.04
29125   68.02 -999.00   67.38    1.03
29135   67.45   67.45   67.45    1.04
29145   67.18   67.18   67.18    1.04
29155   68.11 -999.00   67.17    1.04
29165   67.15   67.15   67.15    1.04
29176   67.15   67.15   67.15    1.04
29186   67.00   67.00   67.00    1.03
29196   67.21   67.21   67.21    1.04
29206   67.21   67.21   67.21    1.04
29216   67.02   67.02   67.02    1.03
29226   66.97   66.97   66.97    1.04
29236   66.99   66.99   66.99    1.04
29246   67.05   67.05   67.05    1.04
29256   66.99   66.99   66.99    1.03
29266   67.17   67.17   67.17    1.04
29277   67.15   67.15   67.15    1.04
29287   67.04   67.04   67.04    1.03
29297   67.18   67.18   67.18    1.04
29307   67.18   67.18   67.18    1.04
29317   67.00   67.00   67.00    1.03
29327   67.10   67.10   67.10    1.04
29343   67.02   67.02   67.02    1.03
29353   67.23   67.23   67.23    1.05
29364   67.25   67.25   67.25    1.04
29374   67.42 -999.00   67.16    1.04
29384   67.07   67.07   67.07    1.04
29394   66.99   66.99   66.99    1.04
29404   67.05   67.05   67.05    1.03
29414   67.04   67.04   67.04    1.04
29424   67.02   67.02   67.02    1.04
29434   67.13   67.13   67.13    1.04
29444   67.10   67.10   67.10    1.04
29455   67.18   67.18   67.18    1.04
29465   67.26   67.26   67.26    1.04
29475   67.34   67.34   67.34    1.04
29485   67.31   67.31   67.31    1.04
29495   67.28   67.28   67.28    1.04
29505   68.21 -999.00   67.33    1.04
29515   67.39   67.39   67.39    1.04
29525   67.25   67.25   67.25    1.05
29536   67.29   67.29   67.29    1.04
29546   67.15   67.15   67.15    1.04
29556   67.15   67.15   67.15    1.03
29566   67.33   67.33   67.33    1.04
29576   67.25   67.25   67.25    1.03
29586   67.29   67.29   67.29    1.04
29596   67.70 -999.00   67.34    1.04
29606   67.39   67.39   67.39    1.04
29616   67.50   67.50   67.50    1.04
29626   68.88 -999.00   67.56    1.04
29636   67.62   67.62   67.62    1.04
29646   67.60   67.60   67.60    1.04
29657   67.68   67.68   67.68    1.04
29667   67.49   67.49   67.49    1.04
29677   67.60   67.60   67.60    1.04
29687   67.50   67.50   67.50    1.04
29697   68.37 -999.00   67.77    1.04
29707   68.03   68.03   68.03    1.03
29722   67.53   67.53   67.53    1.04
29733   67.44   67.44   67.44    1.03
29743   67.50   67.50   67.50    1.04
29753   70.73 -999.00   67.46    1.03
29764   67.41   67.41   67.41    1.04
29774   67.41   67.41   67.41    1.03
29784   67.63 -999.00   67.43    1.04
29794   67.45   67.45   67.45    1.03
29804   68.55 -999.00   67.59    1.04
29814   67.73   67.73   67.73    1.04
29824   67.73   67.73   67.73    1.04
29834   67.70   67.70   67.70    1.04
29844   67.47   67.47   67.47    1.03
29855   67.58   67.58   67.58    1.04
29865   67.66   67.66   67.66    1.04
29875   67.62   67.62   67.62    1.04
29885   67.60   67.60   67.60    1.04
29895   67.49   67.49   67.49    1.03
29905   67.58   67.58   67.58    1.04
29915   67.70   67.70   67.70    1.04
29925   67.87   67.87   67.87    1.05
29935   67.84   67.84   67.84    1.04
29945   70.18 -999.00   67.69    1.04
29956   67.52   67.52   67.52    1.04
29966   67.62   67.62   67.62    1.04
29976   68.35 -999.00   67.57    1.03
29986   67.52   67.52   67.52    1.04
29996   67.57   67.57   67.57    1.04
30006   67.49   67.49   67.49    1.03
30016   67.50   67.50   67.50    1.03
30026   67.66   67.66   67.66    1.04
30036   67.52   67.52   67.52    1.04
30046   68.59 -999.00   67.57    1.04
30057   67.63   67.63   67.63    1.04
30067   67.60   67.60   67.60    1.04
30077   67.63   67.63   67.63    1.04
30087   67.81 -999.00   67.59    1.04
30097   67.55   67.55   67.55    1.04
30107   67.71   67.71   67.71    1.04
30122   70.54 -999.00   67.67    1.03
30133   67.65   67.65   67.65    1.04
30143   67.73   67.73   67.73    1.04
30154   67.70   67.70   67.70    1.04
30164   67.79   67.79   67.79    1.04
30174   67.70   67.70   67.70    1.04
30184   67.57   67.57   67.57    1.04
30194   67.45   67.45   67.45    1.04
30204   67.55   67.55   67.55    1.03
30214   69.72 -999.00   67.59    1.04
30224   67.63   67.63   67.63    1.04
30234   67.84 -999.00   67.61    1.04
30245   67.58   67.58   67.58    1.04
30255   67.78   67.78   67.78    1.04
30265   70.84 -999.00   67.81    1.04
30275   67.84   67.84   67.84    1.04
30285   67.76   67.76   67.76    1.04
30295   67.63   67.63   67.63    1.04
30305   67.76   67.76   67.76    1.04
30315   67.65   67.65   67.65    1.04
30325   67.63   67.63   67.63    1.04
30335   67.70   67.70   67.70    1.04
30346   67.76   67.76   67.76    1.04
30356   67.78   67.78   67.78    1.04
30366   67.73   67.73   67.73    1.04
30376   67.70   67.70   67.70    1.04
30386   67.70   67.70   67.70    1.04
30396   67.63   67.63   67.63    1.04
30406   67.97 -999.00   67.71    1.04
30416   67.79   67.79   67.79    1.04
30427   67.63   67.63   67.63    1.03
30437   67.84   67.84   67.84    1.04
30447   68.02 -999.00   67.78    1.05
30457   67.73   67.73   67.73    1.04
30467   67.71   67.71   67.71    1.03
30482   67.76   67.76   67.76    1.04
30493   67.76   67.76   67.76    1.04
30503   67.92   67.92   67.92    1.04
30513   67.81   67.81   67.81    1.04
30523   67.81   67.81   67.81    1.04
30533   67.84   67.84   67.84    1.04
30544   67.71   67.71   67.71    1.03
30554   67.71   67.71   67.71    1.04
30564   67.60   67.60   67.60    1.03
30574   67.74   67.74   67.74    1.04
30584   67.79   67.79   67.79    1.03
30594   69.98 -999.00   67.74    1.03
30604   67.68   67.68   67.68    1.04
30614   67.86   67.86   67.86    1.04
30624   67.74   67.74   67.74    1.04
30634   67.76   67.76   67.76    1.03
30645   67.73   67.73   67.73    1.03
30655   67.94   67.94   67.94    1.04
30665   68.87 -999.00   67.91    1.04
30675   67.89   67.89   67.89    1.03
30685   67.86   67.86   67.86    1.04
30695   67.86   67.86   67.86    1.04
30705   68.47 -999.00   67.80    1.04
30715   67.74   67.74   67.74    1.03
30726   70.67 -999.00   67.86    1.03
30736   67.97   67.97   67.97    1.05
30746   69.53 -999.00   67.99    1.03
30756   68.02   68.02   68.02    1.04
30766   67.92   67.92   67.92    1.04
30776   67.79   67.79   67.79    1.04
30787   67.90   67.90   67.90    1.04
30797   67.94   67.94   67.94    1.04
30807   67.87   67.87   67.87    1.03
30817   68.00   68.00   68.00    1.04
30827   67.92   67.92   67.92    1.04
30837   68.69   68.69   68.69    1.04
30847   68.72   68.72   68.72    1.04
30857   68.06   68.06   68.06    1.04
30874   67.87   67.87   67.87    1.03
30884   67.87   67.87   67.87    1.03
30895   68.06   68.06   68.06    1.04
30905   67.94   67.94   67.94    1.03
30915   68.23 -999.00   68.00    1.03
30925   68.06   68.06   68.06    1.04
30935   67.97   67.97   67.97    1.03
30945   67.97   67.97   67.97    1.04
30955   68.55 -999.00   68.00    1.04
30966   68.03   68.03   68.03    1.03
30976   67.89   67.89   67.89    1.03
30986   67.92   67.92   67.92    1.03
30996   71.05 -999.00   68.54    1.03
31006   69.16   69.16   69.16    1.03
31016   68.02   68.02   68.02    1.03
31026   68.08   68.08   68.08    1.04
31036   68.08   68.08   68.08    1.04
31047   68.06   68.06   68.06    1.04
31057   67.92   67.92   67.92    1.03
31067   69.77 -999.00   67.97    1.04
31077   68.02   68.02   68.02    1.04
31087   67.98   67.98   67.98    1.03
31097   67.95   67.95   67.95    1.03
31112   68.61 -999.00   67.93    1.03
31123   67.92   67.92   67.92    1.04
31133   68.03   68.03   68.03    1.04
31143   67.98   67.98   67.98    1.03
31153   68.24 -999.00   67.99    1.03
31163   68.00   68.00   68.00    1.03
31174   68.00   68.00   68.00    1.03
31184   68.77 -999.00   68.09    1.03
31194   68.18   68.18   68.18    1.04
31204   68.19   68.19   68.19    1.04
31214   68.03   68.03   68.03    1.03
31224   68.77 -999.00   68.31    1.04
31234   68.58   68.58   68.58    1.04
31245   71.31 -999.00   68.34    1.03
31255   68.13   68.13   68.13    1.04
31265   68.10   68.10   68.10    1.04
31275   68.21   68.21   68.21    1.04
31285   68.26   68.26   68.26    1.04
31295   68.10   68.10   68.10    1.03
31305   68.18   68.18   68.18    1.04
31315   68.13   68.13   68.13    1.04
31325   68.26   68.26   68.26    1.04
31336   68.19   68.19   68.19    1.04
31346   68.11   68.11   68.11    1.04
31356   68.34   68.34   68.34    1.04
31366   68.23   68.23   68.23    1.04
31376   68.34   68.34   68.34    1.04
31386   68.24   68.24   68.24    1.04
31396   68.06   68.06   68.06    1.03
31406   68.13   68.13   68.13    1.04
31416   68.23   68.23   68.23    1.04
31426   68.11   68.11   68.11    1.03
31436   68.16   68.16   68.16    1.04
31447   68.34 -999.00   68.14    1.04
31457   68.13   68.13   68.13    1.03
31467   68.23   68.23   68.23    1.03
31477   68.21   68.21   68.21    1.04
31487   68.18   68.18   68.18    1.04
31497   68.27   68.27   68.27    1.04
31513   68.24   68.24   68.24    1.04
31523   68.05   68.05   68.05    1.04
31533   70.01 -999.00   68.09    1.03
31544   68.13   68.13   68.13    1.03
31554   68.55 -999.00   68.13    1.05
31564   68.13   68.13   68.13    1.03
31574   68.35   68.35   68.35    1.04
31584   69.06 -999.00   68.34    1.04
31594   68.32   68.32   68.32    1.03
31604   68.35   68.35   68.35    1.04
31615   68.35   68.35   68.35    1.04
31625   68.58   68.58   68.58    1.04
31635   68.43   68.43   68.43    1.04
31645   68.27   68.27   68.27    1.03
31655   68.26   68.26   68.26    1.04
31665   68.35   68.35   68.35    1.04
31675   68.80 -999.00   68.35    1.04
31685   68.35   68.35   68.35    1.03
31695   68.48   68.48   68.48    1.04
31706   68.76 -999.00   68.42    1.05
31716   68.35   68.35   68.35    1.04
31726   68.50   68.50   68.50    1.04
31736   68.26   68.26   68.26    1.03
31746   68.40   68.40   68.40    1.03
31756   68.43   68.43   68.43    1.04
31766   68.42   68.42   68.42    1.04
31776   68.45   68.45   68.45    1.04
31786   69.00 -999.00   68.50    1.03
31796   68.55   68.55   68.55    1.04
31806   68.37   68.37   68.37    1.04
31816   68.59   68.59   68.59    1.04
31826   68.51   68.51   68.51    1.04
31836   68.42   68.42   68.42    1.03
31846   68.71   68.71   68.71    1.04
31856   68.56   68.56   68.56    1.04
31866   68.43   68.43   68.43    1.03
31876   68.43   68.43   68.43    1.04
31887   69.43   69.43   69.43    1.04
31897   70.94 -999.00   68.97    1.04
31907   68.51   68.51   68.51    1.04
31917   68.66   68.66   68.66    1.04
31927   68.88   68.88   68.88    1.04
31937   68.79   68.79   68.79    1.03
31947   68.42   68.42   68.42    1.03
31962   68.58   68.58   68.58    1.04
31973   68.37   68.37   68.37    1.04
31983   68.35   68.35   68.35    1.04
31993   68.51   68.51   68.51    1.04
32003   69.32 -999.00   68.55    1.03
32013   68.58   68.58   68.58    1.04
32023   69.14 -999.00   68.59    1.04
32033   68.59   68.59   68.59    1.04
32043   68.43   68.43   68.43    1.03
32053   68.82 -999.00   68.44    1.04
32063   68.45   68.45   68.45    1.03
32074   68.61   68.61   68.61    1.04
32084   68.68   68.68   68.68    1.04
32094   68.55   68.55   68.55    1.04
32104   68.61   68.61   68.61    1.04
32114   68.50   68.50   68.50    1.03
32124   68.51   68.51   68.51    1.04
32134   68.69 -999.00   68.51    1.04
32144   68.50   68.50   68.50    1.03
32155   68.66   68.66   68.66    1.04
32165   68.68   68.68   68.68    1.04
32175   68.58   68.58   68.58    1.04
32185   69.04 -999.00   68.68    1.05
32195   68.77   68.77   68.77    1.04
32205   69.06 -999.00   68.68    1.03
32215   68.59   68.59   68.59    1.04
32225   68.69   68.69   68.69    1.04
32236   68.76   68.76   68.76    1.04
32246   68.50   68.50   68.50    1.04
32256   69.72 -999.00   68.52    1.03
32266   68.55   68.55   68.55    1.04
32276   68.50   68.50   68.50    1.03
32286   68.55   68.55   68.55    1.03
32296   68.63   68.63   68.63    1.04
32306   71.36 -999.00   68.65    1.03
32316   68.68   68.68   68.68    1.03
32326   68.53   68.53   68.53    1.03
32337   68.55   68.55   68.55    1.04
32347   68.66   68.66   68.66    1.04
32357   68.50   68.50   68.50    1.03
32367   68.68   68.68   68.68    1.04
32377   68.58   68.58   68.58    1.04
32387   68.71   68.71   68.71    1.04
32402   68.48   68.48   68.48    1.03
32414   68.51   68.51   68.51    1.03
32424   68.53   68.53   68.53    1.04
32434   68.64   68.64   68.64    1.04
32444   68.69   68.69   68.69    1.04
32454   68.59   68.59   68.59    1.04
32464   69.21 -999.00   68.71    1.04
32475   68.84   68.84   68.84    1.03
32485   68.68   68.68   68.68    1.04
32495   68.79   68.79   68.79    1.04
32505   68.66   68.66   68.66    1.04
32515   68.74   68.74   68.74    1.04
32525   68.66   68.66   68.66    1.04
32535   68.66   68.66   68.66    1.04
32546   68.68   68.68   68.68    1.04
32556   68.66   68.66   68.66    1.04
32566   68.84   68.84   68.84    1.05
32576   68.71   68.71   68.71    1.04
32586   71.07 -999.00   68.81    1.03
32596   68.92   68.92   68.92    1.04
32606   68.66   68.66   68.66    1.04
32616   68.59   68.59   68.59    1.03
32627   68.63   68.63   68.63    1.03
32637   69.03 -999.00   68.71    1.04
32647   68.79   68.79   68.79    1.04
32657   68.56   68.56   68.56    1.03
32667   68.84   68.84   68.84    1.04
32677   68.79   68.79   68.79    1.04
32687   68.64   68.64   68.64    1.03
32702   68.68   68.68   68.68    1.04
32713   68.85   68.85   68.85    1.04
32723   68.88   68.88   68.88    1.04
32733   68.72   68.72   68.72    1.04
32743   68.82   68.82   68.82    1.04
32753   68.71   68.71   68.71    1.04
32763   68.63   68.63   68.63    1.03
32773   68.74   68.74   68.74    1.04
32783   68.92 -999.00   68.74    1.03
32794   68.74   68.74   68.74    1.04
32804   68.58   68.58   68.58    1.03
32814   69.40 -999.00   68.61    1.03
32824   68.64   68.64   68.64    1.04
32834   69.90 -999.00   68.84    1.03
32844   69.03   69.03   69.03    1.04
32854   68.92   68.92   68.92    1.04
32864   68.82   68.82   68.82    1.04
32874   68.95   68.95   68.95    1.04
32884   68.93   68.93   68.93    1.03
32895   69.46 -999.00   68.97    1.04
32905   69.00   69.00   69.00    1.04
32915   69.04   69.04   69.04    1.03
32925   69.01   69.01   69.01    1.04
32935   69.00   69.00   69.00    1.04
32945   68.93   68.93   68.93    1.03
32955   68.76   68.76   68.76    1.03
32966   68.77   68.77   68.77    1.03
32976   68.80   68.80   68.80    1.03
32986   68.98   68.98   68.98    1.03
32996   68.84   68.84   68.84    1.04
33006   68.82   68.82   68.82    1.03
33016   69.46 -999.00   68.92    1.03
33026   69.03   69.03   69.03    1.04
33037   68.88   68.88   68.88    1.04
33047   68.98   68.98   68.98    1.04
33057   68.74   68.74   68.74    1.03
33067   68.84   68.84   68.84    1.04
33077   68.90   68.90   68.90    1.04
33087   68.85   68.85   68.85    1.04
33097   68.92   68.92   68.92    1.04
33107   69.06   69.06   69.06    1.04
33117   68.88   68.88   68.88    1.04
33133   68.92   68.92   68.92    1.04
33143   71.04 -999.00   68.90    1.04
33153   68.88   68.88   68.88    1.04
33164   68.79   68.79   68.79    1.03
33174   69.67 -999.00   68.78    1.04
33184   68.77   68.77   68.77    1.03
33194   69.00 -999.00   68.76    1.04
33204   68.74   68.74   68.74    1.03
33214   68.74   68.74   68.74    1.04
33224   68.80   68.80   68.80    1.04
33235   68.69   68.69   68.69    1.03
33245   68.77   68.77   68.77    1.03
33255   68.95   68.95   68.95    1.04
33265   71.45 -999.00   68.80    1.03
33275   68.66   68.66   68.66    1.04
33285   68.79   68.79   68.79    1.04
33295   69.00   69.00   69.00    1.04
33305   69.11   69.11   69.11    1.04
33315   68.76   68.76   68.76    1.04
33325   68.87   68.87   68.87    1.04
33336   68.90   68.90   68.90    1.04
33346   68.76   68.76   68.76    1.03
33356   68.90   68.90   68.90    1.04
33366   69.01   69.01   69.01    1.04
33376   69.12   69.12   69.12    1.04
33386   68.95   68.95   68.95    1.04
33396   68.88   68.88   68.88    1.03
33406   68.92   68.92   68.92    1.03
33416   69.85 -999.00   69.29    1.04
33426   69.67   69.67   69.67    1.04
33436   68.90   68.90   68.90    1.03
33446   68.93   68.93   68.93    1.04
33456   69.14 -999.00   68.92    1.04
33467   68.92   68.92   68.92    1.03
33477   69.00   69.00   69.00    1.04
33487   68.87   68.87   68.87    1.03
33497   70.41 -999.00   68.89    1.04
33507   68.92   68.92   68.92    1.03
33517   68.96   68.96   68.96    1.04
33533   68.96   68.96   68.96    1.05
33543   68.98   68.98   68.98    1.04
33553   69.78 -999.00   68.95    1.03
33563   68.92   68.92   68.92    1.04
33573   68.95   68.95   68.95    1.04
33583   68.96   68.96   68.96    1.04
33593   68.93   68.93   68.93    1.04
33604   68.87   68.87   68.87    1.03
33614   68.90   68.90   68.90    1.04
33624   68.98   68.98   68.98    1.04
33634   69.24 -999.00   69.01    1.05
33644   69.04   69.04   69.04    1.04
33654   69.14   69.14   69.14    1.04
33664   69.03   69.03   69.03    1.04
33674   71.76   71.76   71.76    1.03
33684   72.10 -999.00   70.47    1.03
33694   69.19   69.19   69.19    1.04
33704   69.85 -999.00   69.08    1.03
33715   68.96   68.96   68.96    1.03
33725   68.95   68.95   68.95    1.03
33735   69.69   69.69   69.69    1.03
33745   70.01 -999.00   69.46    1.04
33755   69.24   69.24   69.24    1.03
33765   68.98   68.98   68.98    1.04
33775   69.04   69.04   69.04    1.04
33785   69.01   69.01   69.01    1.03
33796   69.21   69.21   69.21    1.03
33806   70.39 -999.00   69.12    1.04
33816   69.03   69.03   69.03    1.03
33826   69.25 -999.00   69.01    1.04
33836   69.00   69.00   69.00    1.03
33846   69.16   69.16   69.16    1.04
33856   69.06   69.06   69.06    1.03
33866   69.12   69.12   69.12    1.04
33877   70.33 -999.00   69.20    1.04
33887   69.27   69.27   69.27    1.03
33897   69.04   69.04   69.04    1.03
33907   69.72   69.72   69.72    1.05
33917   71.07 -999.00   69.41    1.04
33927   69.09   69.09   69.09    1.03
33942   69.22   69.22   69.22    1.04
33953   69.09   69.09   69.09    1.04
33963   69.06   69.06   69.06    1.04
33973   69.37 -999.00   69.10    1.03
33983   69.14   69.14   69.14    1.03
33993   69.09   69.09   69.09    1.04
34004   69.03   69.03   69.03    1.04
34014   69.04   69.04   69.04    1.03
34024   69.19   69.19   69.19    1.03
34034   70.09 -999.00   69.16    1.04
34044   69.12   69.12   69.12    1.04
34054   71.50 -999.00   69.25    1.03
34064   69.38   69.38   69.38    1.03
34074   69.29   69.29   69.29    1.04
34084   69.14   69.14   69.14    1.04
34095   69.38 -999.00   69.09    1.03
34105   69.04   69.04   69.04    1.03
34115   69.21   69.21   69.21    1.04
34125   69.17   69.17   69.17    1.04
34135   69.08   69.08   69.08    1.04
34145   69.41   69.41   69.41    1.04
34155   69.27   69.27   69.27    1.04
34165   69.38   69.38   69.38    1.04
34176   69.74 -999.00   69.31    1.04
34186   69.25   69.25   69.25    1.04
34196   69.29   69.29   69.29    1.04
34206   69.45   69.45   69.45    1.04
34216   69.49   69.49   69.49    1.04
34226   69.38   69.38   69.38    1.04
34236   69.27   69.27   69.27    1.03
34246   69.27   69.27   69.27    1.04
34256   69.37   69.37   69.37    1.03
34267   69.32   69.32   69.32    1.04
34277   69.19   69.19   69.19    1.03
34287   69.24   69.24   69.24    1.03
34297   69.16   69.16   69.16    1.03
34307   72.19 -999.00   69.15    1.03
34317   69.14   69.14   69.14    1.03
34327   69.29   69.29   69.29    1.04
34343   72.10 -999.00   69.28    1.03
34354   69.27   69.27   69.27    1.04
34364   69.35   69.35   69.35    1.04
34374   69.43   69.43   69.43    1.04
34384   69.21   69.21   69.21    1.03
34394   69.16   69.16   69.16    1.03
34404   69.22   69.22   69.22    1.03
34414   69.25   69.25   69.25    1.04
34424   69.24   69.24   69.24    1.03
34435   69.30   69.30   69.30    1.04
34445   69.37   69.37   69.37    1.04
34455   69.32   69.32   69.32    1.04
34465   71.29 -999.00   69.49    1.04
34475   69.67   69.67   69.67    1.04
34485   69.59   69.59   69.59    1.04
34495   69.48   69.48   69.48    1.04
34505   69.38   69.38   69.38    1.03
34515   69.45   69.45   69.45    1.04
34525   69.37   69.37   69.37    1.03
34535   69.46   69.46   69.46    1.04
34546   69.38   69.38   69.38    1.03
34556   69.37   69.37   69.37    1.03
34566   69.74 -999.00   69.40    1.05
34576   69.43   69.43   69.43    1.03
34586   69.59 -999.00   69.43    1.04
34596   69.43   69.43   69.43    1.04
34606   69.32   69.32   69.32    1.04
34616   69.54   69.54   69.54    1.04
34626   69.40   69.40   69.40    1.04
34636   69.37   69.37   69.37    1.04
34646   69.32   69.32   69.32    1.03
34657   69.22   69.22   69.22    1.03
34667   69.22   69.22   69.22    1.03
34677   69.32   69.32   69.32    1.04
34687   69.40   69.40   69.40    1.03
34697   69.46   69.46   69.46    1.03
34712   69.90   69.90   69.90    1.05
34723   71.49 -999.00   69.66    1.03
34733   69.45   69.45   69.45    1.04
34743   69.32   69.32   69.32    1.04
34753   69.29   69.29   69.29    1.04
34763   68.92   68.92   68.92    1.04
34773   69.08   69.08   69.08    1.04
34784   69.11   69.11   69.11    1.03
34794   69.25   69.25   69.25    1.04
34804   69.12   69.12   69.12    1.04
34814   69.16   69.16   69.16    1.04
34824   69.14   69.14   69.14    1.04
34834   69.12   69.12   69.12    1.04
34844   69.16   69.16   69.16    1.05
34854   69.17   69.17   69.17    1.04
34865   69.11   69.11   69.11    1.04
34875   69.22   69.22   69.22    1.04
34885   69.33   69.33   69.33    1.04
34895   69.51 -999.00   69.34    1.04
34905   69.35   69.35   69.35    1.03
34915   69.99 -999.00   69.45    1.05
34925   69.56   69.56   69.56    1.04
34936   69.75   69.75   69.75    1.05
34946   70.44 -999.00   69.69    1.03
34956   69.62   69.62   69.62    1.03
34966   69.64   69.64   69.64    1.04
34976   69.83   69.83   69.83    1.04
34986   69.80   69.80   69.80    1.04
34997   69.90   69.90   69.90    1.03
35007   69.74   69.74   69.74    1.03
35017   71.50 -999.00   70.21    1.04
35027   70.68   70.68   70.68    1.04
35037   69.67   69.67   69.67    1.03
35052   69.93 -999.00   69.69    1.03
35063   69.70   69.70   69.70    1.03
35073   69.70   69.70   69.70    1.03
35083   69.67   69.67   69.67    1.04
35093   69.70   69.70   69.70    1.04
35103   70.59 -999.00   69.81    1.03
35114   69.93   69.93   69.93    1.04
35124   69.98   69.98   69.98    1.04
35134   69.93   69.93   69.93    1.04
35144   69.67   69.67   69.67    1.03
35154   69.82   69.82   69.82    1.04
35164   69.88   69.88   69.88    1.04
35174   69.80   69.80   69.80    1.03
35184   69.91   69.91   69.91    1.04
35194   69.94   69.94   69.94    1.04
35205   69.78   69.78   69.78    1.04
35215   69.90   69.90   69.90    1.04
35225   70.25   70.25   70.25    1.04
35235   70.54 -999.00   70.08    1.05
35245   69.91   69.91   69.91    1.03
35255   69.94   69.94   69.94    1.04
35265   69.93   69.93   69.93    1.04
35275   69.88   69.88   69.88    1.03
35285   70.07   70.07   70.07    1.04
35295   69.96   69.96   69.96    1.03
35306   69.93   69.93   69.93    1.04
35316   72.61 -999.00   70.02    1.03
35326   70.12   70.12   70.12    1.04
35336   70.10   70.10   70.10    1.04
35346   70.02   70.02   70.02    1.04
35356   70.86 -999.00   69.98    1.04
35366   69.93   69.93   69.93    1.03
35377   69.98   69.98   69.98    1.04
35387   69.96   69.96   69.96    1.03
35397   72.92 -999.00   70.06    1.03
35407   70.17   70.17   70.17    1.05
35417   69.96   69.96   69.96    1.04
35432   70.38 -999.00   70.01    1.04
35443   70.04   70.04   70.04    1.04
35453   70.14   70.14   70.14    1.03
35463   70.67 -999.00   70.17    1.03
35474   70.22   70.22   70.22    1.04
35484   70.20   70.20   70.20    1.04
35494   70.20   70.20   70.20    1.04
35504   70.14   70.14   70.14    1.04
35514   70.30 -999.00   70.09    1.05
35524   70.04   70.04   70.04    1.04
35534   70.36   70.36   70.36    1.04
35544   71.18 -999.00   70.23    1.04
35555   70.09   70.09   70.09    1.03
35565   70.33 -999.00   70.09    1.04
35575   70.09   70.09   70.09    1.03
35585   70.23   70.23   70.23    1.03
35595   70.14   70.14   70.14    1.03
35605   70.10   70.10   70.10    1.03
35615   70.81 -999.00   70.22    1.04
35626   70.35   70.35   70.35    1.04
35636   70.07   70.07   70.07    1.03
35646   70.30   70.30   70.30    1.04
35656   71.18 -999.00   70.39    1.03
35666   70.47   70.47   70.47    1.03
35676   70.14   70.14   70.14    1.03
35686   70.17   70.17   70.17    1.04
35696   70.44   70.44   70.44    1.04
35706   71.07 -999.00   70.27    1.04
35716   70.10   70.10   70.10    1.03
35726   70.51 -999.00   70.12    1.04
35736   70.14   70.14   70.14    1.03
35747   70.15   70.15   70.15    1.03
35757   70.30   70.30   70.30    1.04
35767   70.30   70.30   70.30    1.04
35777   70.35   70.35   70.35    1.03
35787   70.18   70.18   70.18    1.03
35797   70.27   70.27   70.27    1.04
35807   70.17   70.17   70.17    1.03
35817   70.22   70.22   70.22    1.03
35833   70.55   70.55   70.55    1.04
35844   71.73 -999.00   70.44    1.04
35854   70.33   70.33   70.33    1.04
35864   70.20   70.20   70.20    1.03
35874   70.35   70.35   70.35    1.04
35884   70.27   70.27   70.27    1.04
35894   71.05 -999.00   70.30    1.04
35904   70.33   70.33   70.33    1.04
35914   70.14   70.14   70.14    1.03
35925   72.63 -999.00   71.28    1.03
35935   72.32   72.32   72.32    1.03
35945   70.31   70.31   70.31    1.04
35955   70.23   70.23   70.23    1.04
35965   70.23   70.23   70.23    1.03
35975   70.31   70.31   70.31    1.04
35985   72.75 -999.00   70.37    1.03
35995   70.43   70.43   70.43    1.03
36006   70.18   70.18   70.18    1.03
36016   70.28   70.28   70.28    1.04
36026   70.38   70.38   70.38    1.04
36036   72.88 -999.00   70.31    1.03
36046   70.23   70.23   70.23    1.04
36056   72.05 -999.00   70.23    1.04
