  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
  592  101.29  101.29  101.29    1.03
  602  101.36  101.36  101.36    1.04
  612  101.26  101.26  101.26    1.03
  622  101.20  101.20  101.20    1.03
  632  101.36 -999.00  101.19    1.03
  643  101.18  101.18  101.18    1.04
  653  101.29  101.29  101.29    1.04
  663  101.42  101.42  101.42    1.03
  673  101.44  101.44  101.44    1.03
  683  101.41  101.41  101.41    1.04
  693  101.39  101.39  101.39    1.03
  703  101.20  101.20  101.20    1.03
  713  101.23  101.23  101.23    1.04
  723  101.31  101.31  101.31    1.03
  733  101.49 -999.00  101.25    1.04
  743  101.20  101.20  101.20    1.03
  753  101.25  101.25  101.25    1.03
  763  101.28  101.28  101.28    1.03
  773  101.25  101.25  101.25    1.04
  783  102.16 -999.00  101.25    1.05
  793  101.26  101.26  101.26    1.03
  803  101.20  101.20  101.20    1.03
  813  101.28  101.28  101.28    1.04
  823  101.31  101.31  101.31    1.03
  833  101.41  101.41  101.41    1.03
  843  101.33  101.33  101.33    1.03
  853  101.17  101.17  101.17    1.03
  863  101.26  101.26  101.26    1.04
  873  101.37  101.37  101.37    1.03
  883  101.28  101.28  101.28    1.03
  893  101.28  101.28  101.28    1.04
  903  101.33  101.33  101.33    1.03
  913  101.25  101.25  101.25    1.04
  923  101.25  101.25  101.25    1.04
  933  101.26  101.26  101.26    1.03
  943  101.49  101.49  101.49    1.04
  953  101.66  101.66  101.66    1.03
  963  101.81 -999.00  101.52    1.03
  973  101.37  101.37  101.37    1.03
  984  101.89 -999.00  101.39    1.03
  994  101.41  101.41  101.41    1.03
 1004  101.44  101.44  101.44    1.03
 1014  101.55  101.55  101.55    1.03
 1024  101.54  101.54  101.54    1.03
 1034  101.44  101.44  101.44    1.03
 1044  101.52  101.52  101.52    1.04
 1054  101.49  101.49  101.49    1.04
 1064  102.43 -999.00  101.47    1.03
 1074  101.45  101.45  101.45    1.03
 1084  101.57  101.57  101.57    1.03
 1094  101.50  101.50  101.50    1.03
 1109  101.49  101.49  101.49    1.03
 1120  101.45  101.45  101.45    1.04
 1130  101.39  101.39  101.39    1.04
 1140  101.55 -999.00  101.40    1.04
 1150  101.41  101.41  101.41    1.04
 1160  101.37  101.37  101.37    1.04
 1170  101.45  101.45  101.45    1.03
 1180  101.84 -999.00  101.49    1.03
 1190  101.52  101.52  101.52    1.04
 1200  103.30 -999.00  101.55    1.04
 1210  101.58  101.58  101.58    1.03
 1220  101.49  101.49  101.49    1.03
 1230  101.60  101.60  101.60    1.03
 1241  101.66  101.66  101.66    1.03
 1251  101.71  101.71  101.71    1.04
 1261  101.81  101.81  101.81    1.03
 1271  101.78  101.78  101.78    1.04
 1281  101.79  101.79  101.79    1.03
 1291  101.62  101.62  101.62    1.04
 1301  101.70  101.70  101.70    1.03
 1311  101.65  101.65  101.65    1.03
 1321  101.62  101.62  101.62    1.03
 1332  103.96 -999.00  101.89    1.03
 1342  102.15  102.15  102.15    1.06
 1352  101.58  101.58  101.58    1.03
 1362  101.71  101.71  101.71    1.04
 1372  101.66  101.66  101.66    1.04
 1382  101.62  101.62  101.62    1.04
 1392  101.58  101.58  101.58    1.03
 1402  101.79  101.79  101.79    1.03
 1412  101.70  101.70  101.70    1.03
 1422  101.70  101.70  101.70    1.04
 1432  101.60  101.60  101.60    1.03
 1442  101.70  101.70  101.70    1.04
 1452  101.63  101.63  101.63    1.04
 1462  101.70  101.70  101.70    1.03
 1472  102.47 -999.00  101.75    1.05
 1482  101.81  101.81  101.81    1.03
 1492  101.81  101.81  101.81    1.03
 1502  101.73  101.73  101.73    1.03
 1512  101.81  101.81  101.81    1.04
 1522  101.79  101.79  101.79    1.03
 1532  102.16 -999.00  101.84    1.03
 1542  101.89  101.89  101.89    1.04
 1552  101.95  101.95  101.95    1.03
 1562  101.98  101.98  101.98    1.03
 1572  102.00  102.00  102.00    1.04
 1582  101.82  101.82  101.82    1.04
 1592  101.98 -999.00  101.79    1.03
 1603  101.76  101.76  101.76    1.04
 1613  101.90 -999.00  101.76    1.03
 1623  101.76  101.76  101.76    1.04
 1633  101.84  101.84  101.84    1.03
 1643  101.81  101.81  101.81    1.03
 1653  101.86  101.86  101.86    1.03
 1663  101.84  101.84  101.84    1.03
 1673  101.92  101.92  101.92    1.03
