  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
  757   90.05   90.05   90.05    1.08
  767   90.07   90.07   90.07    1.08
  777   92.57 -999.00   90.48    1.07
  787   90.89   90.89   90.89    1.08
  797   89.88   89.88   89.88    1.08
  807   89.78   89.78   89.78    1.08
  822   92.62 -999.00   89.95    1.07
  833   90.08   90.08   90.08    1.08
  843   89.83   89.83   89.83    1.07
  853   90.00   90.00   90.00    1.08
  863   90.02   90.02   90.02    1.08
  873   89.81   89.81   89.81    1.08
  883   90.04 -999.00   89.86    1.08
  893   89.91   89.91   89.91    1.08
  903   89.92   89.92   89.92    1.08
  914   90.37 -999.00   89.82    1.08
  924   89.73   89.73   89.73    1.08
  934   89.73   89.73   89.73    1.07
  944   89.73   89.73   89.73    1.09
  954   89.63   89.63   89.63    1.07
  964   89.99 -999.00   89.68    1.08
  974   89.73   89.73   89.73    1.07
  984   89.73   89.73   89.73    1.08
  994   89.79   89.79   89.79    1.08
 1004   91.74 -999.00   89.83    1.07
 1014   89.88   89.88   89.88    1.08
 1024   89.68   89.68   89.68    1.07
 1035   89.73 -999.00   89.69    1.08
 1045   89.70   89.70   89.70    1.09
 1055   89.99 -999.00   89.67    1.08
 1065   89.65   89.65   89.65    1.08
 1075   89.71 -999.00   89.64    1.08
 1085   89.63   89.63   89.63    1.08
 1095   89.60   89.60   89.60    1.08
 1105   89.75   89.75   89.75    1.08
 1115   89.79   89.79   89.79    1.08
 1125   89.79   89.79   89.79    1.08
 1135   89.78   89.78   89.78    1.07
 1145   89.91   89.91   89.91    1.08
 1155   89.97 -999.00   89.87    1.08
 1165   89.83   89.83   89.83    1.09
 1176   92.56 -999.00   90.06    1.07
 1186   90.28   90.28   90.28    1.07
 1196   89.52   89.52   89.52    1.07
 1206   89.59   89.59   89.59    1.07
 1216   89.63   89.63   89.63    1.08
 1226   89.92 -999.00   89.65    1.08
 1236   89.67   89.67   89.67    1.08
 1246   89.96 -999.00   89.58    1.09
 1256   89.49   89.49   89.49    1.07
 1266   91.69 -999.00   89.57    1.09
 1277   89.67   89.67   89.67    1.08
 1287   89.78 -999.00   89.67    1.09
 1297   89.67   89.67   89.67    1.08
 1307   89.49   89.49   89.49    1.08
 1317   89.78 -999.00   89.61    1.08
 1327   89.73   89.73   89.73    1.08
 1337   89.78 -999.00   89.74    1.08
 1347   89.75   89.75   89.75    1.08
 1357   89.83   89.83   89.83    1.08
 1367   89.81   89.81   89.81    1.08
 1377   89.70   89.70   89.70    1.07
 1387   89.83 -999.00   89.69    1.08
 1402   89.67   89.67   89.67    1.08
 1413   89.94   89.94   89.94    1.08
 1423   91.75 -999.00   89.77    1.07
 1433   89.60   89.60   89.60    1.08
 1443   90.32   90.32   90.32    1.07
 1453   90.65 -999.00   89.90    1.09
 1463   89.47   89.47   89.47    1.08
 1473   89.65 -999.00   89.55    1.08
 1483   89.62   89.62   89.62    1.08
 1493   89.52   89.52   89.52    1.07
 1504   90.04   90.04   90.04    1.07
 1514   90.05   90.05   90.05    1.07
 1524   89.89   89.89   89.89    1.08
 1534   89.79   89.79   89.79    1.08
 1544   89.68   89.68   89.68    1.07
 1554   89.63   89.63   89.63    1.08
 1564   89.97 -999.00   89.68    1.08
 1574   89.73   89.73   89.73    1.08
 1584   90.05 -999.00   89.75    1.08
 1594   89.78   89.78   89.78    1.07
 1604   89.68   89.68   89.68    1.07
 1614   89.92   89.92   89.92    1.08
 1624   90.13 -999.00   89.98    1.08
 1635   90.05   90.05   90.05    1.07
 1645   89.96   89.96   89.96    1.08
 1655   90.00   90.00   90.00    1.08
 1665   90.28 -999.00   90.00    1.08
 1675   90.00   90.00   90.00    1.08
