  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
 1047   95.88   95.88   95.88    1.06
 1058   95.99 -999.00   95.88    1.06
 1068   95.88   95.88   95.88    1.07
 1078   95.85   95.85   95.85    1.06
 1088   96.40 -999.00   95.88    1.06
 1098   95.91   95.91   95.91    1.07
 1108   95.80   95.80   95.80    1.06
 1118   95.72   95.72   95.72    1.07
 1128   95.96 -999.00   95.79    1.07
 1138   95.85   95.85   95.85    1.06
 1149   96.20 -999.00   95.92    1.06
 1159   95.98   95.98   95.98    1.06
 1169   96.32   96.32   96.32    1.08
 1179   97.71 -999.00   96.07    1.06
 1189   95.82   95.82   95.82    1.06
 1199   96.01   96.01   96.01    1.06
 1209   96.01   96.01   96.01    1.06
 1219   95.99   95.99   95.99    1.06
 1229   96.04   96.04   96.04    1.08
 1239   96.04   96.04   96.04    1.06
 1249   95.98   95.98   95.98    1.06
 1259   96.03   96.03   96.03    1.06
 1269   96.01   96.01   96.01    1.06
 1279   96.01   96.01   96.01    1.06
 1290   96.01   96.01   96.01    1.06
 1300   95.95   95.95   95.95    1.06
 1310   96.03   96.03   96.03    1.06
 1320   96.19 -999.00   95.99    1.06
 1330   95.96   95.96   95.96    1.06
 1340   96.24 -999.00   95.96    1.06
 1350   95.96   95.96   95.96    1.06
 1360   96.14   96.14   96.14    1.06
 1370   96.14   96.14   96.14    1.07
 1380   96.06   96.06   96.06    1.06
 1390   96.19 -999.00   96.03    1.06
 1400   96.01   96.01   96.01    1.06
 1411   96.11   96.11   96.11    1.06
 1421   96.15   96.15   96.15    1.06
 1431   96.12   96.12   96.12    1.06
 1441   96.14   96.14   96.14    1.06
 1451   96.49 -999.00   96.20    1.06
 1461   96.27   96.27   96.27    1.06
 1471   96.11   96.11   96.11    1.06
 1487   95.93   95.93   95.93    1.06
 1497   96.09 -999.00   95.92    1.06
 1507   95.91   95.91   95.91    1.06
 1517   96.04   96.04   96.04    1.06
 1527   96.01   96.01   96.01    1.06
 1537   96.14   96.14   96.14    1.06
 1548   96.06   96.06   96.06    1.05
 1558   95.91   95.91   95.91    1.06
 1568   97.02 -999.00   95.86    1.06
 1578   95.80   95.80   95.80    1.06
 1588   96.96 -999.00   96.03    1.08
 1598   96.27   96.27   96.27    1.06
 1608   96.09   96.09   96.09    1.06
 1618   95.96   95.96   95.96    1.07
 1628   97.18 -999.00   95.91    1.07
 1638   95.87   95.87   95.87    1.06
 1648   95.77   95.77   95.77    1.07
 1658   95.90   95.90   95.90    1.06
 1669   96.09 -999.00   95.89    1.06
 1679   95.88   95.88   95.88    1.06
