  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
  956   97.09   97.09   97.09    1.00
  966   97.31 -999.00   97.13    1.01
  976   97.18   97.18   97.18    1.06
  986   99.78 -999.00   97.20    1.06
  996   97.21   97.21   97.21    1.07
 1007   97.17   97.17   97.17    1.07
 1017   97.57 -999.00   97.11    1.06
 1027   97.05   97.05   97.05    1.07
 1037   97.15   97.15   97.15    1.07
 1047   97.18   97.18   97.18    1.06
 1057   97.21 -999.00   97.17    1.06
 1067   97.15   97.15   97.15    1.07
 1077   98.52 -999.00   97.12    1.08
 1087   97.09   97.09   97.09    1.06
 1097   97.15 -999.00   97.01    1.06
 1107   96.94   96.94   96.94    1.06
 1117   97.12 -999.00   96.99    1.07
 1127   97.04   97.04   97.04    1.07
 1137   99.35 -999.00   97.06    1.07
 1147   97.09   97.09   97.09    1.07
 1157   97.20   97.20   97.20    1.07
 1167   97.21 -999.00   97.19    1.07
 1177   97.18   97.18   97.18    1.06
 1187   97.21   97.21   97.21    1.07
 1197   97.42 -999.00   97.21    1.07
 1207   97.20   97.20   97.20    1.07
 1217   97.13   97.13   97.13    1.07
 1227   97.10   97.10   97.10    1.07
 1238   97.25   97.25   97.25    1.06
 1248   97.25   97.25   97.25    1.08
 1258   97.18   97.18   97.18    1.06
 1268   97.54 -999.00   97.18    1.06
 1278   97.18   97.18   97.18    1.07
 1288   97.30   97.30   97.30    1.07
 1298   97.33 -999.00   97.21    1.06
 1308   97.12   97.12   97.12    1.07
 1318   97.05   97.05   97.05    1.07
 1328   97.36   97.36   97.36    1.09
 1338   98.15 -999.00   97.21    1.09
 1348   97.07   97.07   97.07    1.06
 1358   97.07   97.07   97.07    1.07
 1373   97.36 -999.00   97.12    1.06
 1384   97.15   97.15   97.15    1.07
 1394   97.04   97.04   97.04    1.06
 1404   97.58   97.58   97.58    1.06
 1414   97.71 -999.00   97.33    1.06
 1424   97.07   97.07   97.07    1.06
 1434   99.72 -999.00   97.32    1.06
 1444   97.57   97.57   97.57    1.06
 1454   97.25   97.25   97.25    1.06
 1464   97.28   97.28   97.28    1.07
 1474   99.21 -999.00   97.20    1.06
 1484   97.12   97.12   97.12    1.07
 1494   97.28   97.28   97.28    1.06
 1505   98.07 -999.00   97.25    1.06
 1515   97.23   97.23   97.23    1.06
 1525   97.65 -999.00   97.22    1.06
 1535   97.21   97.21   97.21    1.07
 1545   97.39 -999.00   97.18    1.07
 1555   97.15   97.15   97.15    1.06
 1565   99.08 -999.00   97.46    1.07
 1575   97.76   97.76   97.76    1.06
 1585   97.25   97.25   97.25    1.06
 1595   99.53 -999.00   97.25    1.06
 1605   97.25   97.25   97.25    1.06
 1615   97.02   97.02   97.02    1.07
 1625   97.17 -999.00   97.08    1.06
 1635   97.13   97.13   97.13    1.07
 1645   97.10   97.10   97.10    1.06
 1655   97.38   97.38   97.38    1.07
 1665   97.74 -999.00   97.37    1.09
 1675   97.36   97.36   97.36    1.07
