  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
 2283   27.45   27.45   27.45    1.00
 2293   27.56   27.56   27.56    1.00
 2303   29.20 -999.00   27.83    1.00
 2313   28.09   28.09   28.09    1.00
 2323   27.59   27.59   27.59    1.00
 2333   27.48   27.48   27.48    1.00
 2343   29.10 -999.00   27.48    1.00
 2353   27.48   27.48   27.48    1.00
 2363   27.66 -999.00   27.48    1.00
 2374   27.48   27.48   27.48    1.00
 2384   29.05   29.05   29.05    1.00
 2394   29.29 -999.00   28.32    1.00
 2404   27.59   27.59   27.59    1.00
 2414   27.66   27.66   27.66    1.00
 2424   27.61   27.61   27.61    1.00
 2434   27.43   27.43   27.43    1.00
 2444   27.45   27.45   27.45    1.00
 2454   27.67   27.67   27.67    1.00
 2464   27.59   27.59   27.59    1.00
 2474   27.42   27.42   27.42    1.00
 2484   29.01 -999.00   27.42    1.00
 2494   27.43   27.43   27.43    1.00
 2510   28.20   28.20   28.20    1.00
 2520   29.09 -999.00   28.44    1.00
 2530   28.67   28.67   28.67    1.00
 2540   29.04 -999.00   28.16    1.00
 2550   27.66   27.66   27.66    1.00
 2560   27.46   27.46   27.46    1.00
 2570   27.46   27.46   27.46    1.00
 2580   27.46   27.46   27.46    1.00
 2590   27.62 -999.00   27.44    1.00
 2600   27.42   27.42   27.42    1.00
 2610   27.88 -999.00   27.48    1.00
 2621   27.54   27.54   27.54    1.00
 2631   27.53   27.53   27.53    1.00
 2641   27.43   27.43   27.43    1.00
 2651   27.46   27.46   27.46    1.00
 2661   27.72 -999.00   27.48    1.00
 2671   27.50   27.50   27.50    1.00
 2681   27.46   27.46   27.46    1.00
 2691   27.43   27.43   27.43    1.00
 2701   27.53   27.53   27.53    1.00
 2711   27.67 -999.00   27.49    1.00
 2721   27.45   27.45   27.45    1.00
 2731   27.59 -999.00   27.45    1.00
 2741   27.45   27.45   27.45    1.00
 2751   28.35 -999.00   27.46    1.00
 2761   27.46   27.46   27.46    1.00
 2771   27.48   27.48   27.48    1.00
 2781   28.97 -999.00   27.48    1.00
 2791   27.48   27.48   27.48    1.00
 2801   27.66   27.66   27.66    1.00
 2811   27.62   27.62   27.62    1.00
 2822   27.66   27.66   27.66    1.00
 2832   27.46   27.46   27.46    1.00
 2842   27.45   27.45   27.45    1.00
 2852   28.35 -999.00   27.44    1.00
 2862   27.43   27.43   27.43    1.00
 2872   27.43   27.43   27.43    1.00
 2882   27.46   27.46   27.46    1.00
 2892   27.48   27.48   27.48    1.00
 2902   27.66   27.66   27.66    1.00
 2912   29.26 -999.00   27.64    1.00
 2922   27.62   27.62   27.62    1.00
 2932   27.45   27.45   27.45    1.00
 2942   27.46   27.46   27.46    1.00
 2953   28.06 -999.00   27.61    1.00
 2963   27.74   27.74   27.74    1.00
 2973   28.03 -999.00   27.73    1.00
 2983   27.72   27.72   27.72    1.00
 2993   27.67   27.67   27.67    1.00
 3003   27.66   27.66   27.66    1.00
 3013   28.15 -999.00   27.54    1.00
 3023   27.43   27.43   27.43    1.00
 3033   28.46 -999.00   27.43    1.00
 3043   27.43   27.43   27.43    1.00
 3053   27.45   27.45   27.45    1.00
 3063   29.17 -999.00   27.47    1.00
 3073   27.50   27.50   27.50    1.00
 3083   27.61   27.61   27.61    1.00
 3093   27.48   27.48   27.48    1.00
 3103   27.72 -999.00   27.48    1.00
 3113   27.48   27.48   27.48    1.00
 3123   27.72 -999.00   27.53    1.00
 3133   27.58   27.58   27.58    1.00
 3143   27.70   27.70   27.70    1.00
 3154   27.69   27.69   27.69    1.00
 3164   28.48 -999.00   27.70    1.00
 3174   27.70   27.70   27.70    1.00
 3184   27.69   27.69   27.69    1.00
 3194   27.48   27.48   27.48    1.00
 3204   27.48   27.48   27.48    1.00
 3214   27.53   27.53   27.53    1.00
 3230   27.48   27.48   27.48    1.00
 3240   27.51   27.51   27.51    1.00
 3250   27.82   27.82   27.82    1.00
 3260   28.22 -999.00   27.64    1.00
 3270   27.46   27.46   27.46    1.00
 3280   27.46   27.46   27.46    1.00
 3290   27.87 -999.00   27.54    1.00
 3300   27.62   27.62   27.62    1.00
 3310   27.46   27.46   27.46    1.00
 3320   27.45   27.45   27.45    1.00
 3330   27.45   27.45   27.45    1.00
 3341   27.45   27.45   27.45    1.00
 3351   27.40   27.40   27.40    1.00
 3361   28.17   28.17   28.17    1.00
 3371   28.84 -999.00   27.92    1.00
 3381   27.67   27.67   27.67    1.00
 3391   27.62   27.62   27.62    1.00
 3401   27.50   27.50   27.50    1.00
 3411   27.50   27.50   27.50    1.00
 3421   27.50   27.50   27.50    1.00
 3431   27.48   27.48   27.48    1.00
 3441   27.50   27.50   27.50    1.00
 3451   27.69   27.69   27.69    1.00
 3461   27.72   27.72   27.72    1.00
 3471   27.50   27.50   27.50    1.00
 3481   27.48   27.48   27.48    1.00
 3491   27.48   27.48   27.48    1.00
 3502   27.77   27.77   27.77    1.00
 3512   27.96 -999.00   27.73    1.00
 3522   27.69   27.69   27.69    1.01
 3532   27.78   27.78   27.78    1.00
 3542   27.51   27.51   27.51    1.00
 3552   27.88 -999.00   27.50    1.00
 3562   27.48   27.48   27.48    1.00
 3572   27.51   27.51   27.51    1.00
 3582   27.66   27.66   27.66    1.01
 3592   27.67   27.67   27.67    1.00
 3602   27.53   27.53   27.53    1.00
 3612   27.51   27.51   27.51    1.00
 3622   27.70 -999.00   27.51    1.00
 3633   27.51   27.51   27.51    1.00
 3643   27.50   27.50   27.50    1.00
 3653   27.58   27.58   27.58    1.00
 3663   27.48   27.48   27.48    1.00
 3673   27.58   27.58   27.58    1.00
 3683   27.75 -999.00   27.53    1.00
 3693   27.48   27.48   27.48    1.00
 3703   27.53   27.53   27.53    1.00
 3713   27.46   27.46   27.46    1.00
 3723   27.74   27.74   27.74    1.00
 3734   27.77   27.77   27.77    1.01
 3744   27.70   27.70   27.70    1.00
 3754   27.48   27.48   27.48    1.01
 3764   27.46   27.46   27.46    1.00
 3774   27.53   27.53   27.53    1.00
 3784   27.45   27.45   27.45    1.00
 3794   27.53   27.53   27.53    1.00
 3804   27.67 -999.00   27.53    1.00
 3814   27.53   27.53   27.53    1.01
 3824   27.51   27.51   27.51    1.00
 3834   27.61   27.61   27.61    1.00
 3844   27.48   27.48   27.48    1.00
 3854   27.64   27.64   27.64    1.01
 3869   28.20 -999.00   27.63    1.00
 3880   27.62   27.62   27.62    1.00
 3890   27.66   27.66   27.66    1.00
 3900   27.78   27.78   27.78    1.00
 3910   27.90   27.90   27.90    1.01
 3920   27.64   27.64   27.64    1.00
 3931   27.64   27.64   27.64    1.00
 3941   27.82 -999.00   27.65    1.01
 3951   27.66   27.66   27.66    1.00
 3961   28.78 -999.00   27.83    1.00
 3971   27.99   27.99   27.99    1.00
 3981   27.77   27.77   27.77    1.01
 3991   27.64   27.64   27.64    1.00
 4001   27.78   27.78   27.78    1.01
 4011   27.67   27.67   27.67    1.00
 4021   27.67   27.67   27.67    1.01
 4031   27.83 -999.00   27.66    1.01
 4042   27.64   27.64   27.64    1.00
 4052   27.67   27.67   27.67    1.00
 4062   29.37 -999.00   27.72    1.00
 4072   27.77   27.77   27.77    1.01
 4082   28.14 -999.00   27.70    1.01
 4092   27.64   27.64   27.64    1.00
 4102   27.64   27.64   27.64    1.00
 4112   28.46 -999.00   27.66    1.01
 4122   27.67   27.67   27.67    1.01
 4132   27.87 -999.00   27.67    1.01
 4143   27.67   27.67   27.67    1.00
 4153   27.91 -999.00   27.66    1.01
 4163   27.64   27.64   27.64    1.00
 4173   27.66   27.66   27.66    1.00
 4183   27.85   27.85   27.85    1.01
 4193   28.57 -999.00   27.74    1.00
 4203   27.62   27.62   27.62    1.01
 4213   29.36 -999.00   27.70    1.00
 4223   27.78   27.78   27.78    1.01
 4233   27.62   27.62   27.62    1.01
 4243   28.46 -999.00   27.62    1.01
 4253   27.61   27.61   27.61    1.01
 4263   27.62   27.62   27.62    1.01
 4273   27.75   27.75   27.75    1.01
 4283   28.41 -999.00   27.70    1.01
 4294   27.64   27.64   27.64    1.00
 4304   28.07 -999.00   27.66    1.01
 4314   27.67   27.67   27.67    1.01
 4324   27.62   27.62   27.62    1.01
 4334   27.62   27.62   27.62    1.00
 4344   27.61   27.61   27.61    1.00
 4354   27.83   27.83   27.83    1.01
 4369   27.70   27.70   27.70    1.01
 4380   27.69   27.69   27.69    1.01
 4390   28.56 -999.00   27.90    1.00
 4400   28.11   28.11   28.11    1.01
 4410   28.19   28.19   28.19    1.01
 4420   27.96   27.96   27.96    1.01
 4431   27.74   27.74   27.74    1.01
 4441   27.91 -999.00   27.66    1.01
 4451   27.58   27.58   27.58    1.01
 4461   27.72   27.72   27.72    1.01
 4471   27.70   27.70   27.70    1.01
 4481   27.69   27.69   27.69    1.01
 4491   27.61   27.61   27.61    1.00
 4501   27.88 -999.00   27.61    1.01
 4511   27.61   27.61   27.61    1.00
 4521   27.75   27.75   27.75    1.00
 4532   28.28 -999.00   27.73    1.00
 4542   27.70   27.70   27.70    1.01
 4552   27.56   27.56   27.56    1.00
 4562   27.85 -999.00   27.57    1.01
 4572   27.58   27.58   27.58    1.00
 4582   27.72   27.72   27.72    1.01
 4592   27.87 -999.00   27.66    1.01
 4602   27.59   27.59   27.59    1.01
 4612   28.03 -999.00   27.67    1.01
 4622   27.75   27.75   27.75    1.01
 4632   28.20 -999.00   27.73    1.01
 4642   27.70   27.70   27.70    1.01
 4652   27.69   27.69   27.69    1.01
 4662   28.28 -999.00   27.67    1.01
 4672   27.66   27.66   27.66    1.00
 4682   27.67   27.67   27.67    1.01
 4692   27.78   27.78   27.78    1.01
 4703   27.75   27.75   27.75    1.01
 4713   29.33   29.33   29.33    1.00
 4723   29.39   29.39   29.39    1.00
 4733   27.66   27.66   27.66    1.01
 4743   27.51   27.51   27.51    1.01
 4753   27.61   27.61   27.61    1.01
 4763   28.20   28.20   28.20    1.01
 4773   28.07   28.07   28.07    1.01
 4783   27.66   27.66   27.66    1.01
 4793   27.62   27.62   27.62    1.01
 4804   27.51   27.51   27.51    1.00
 4814   27.46   27.46   27.46    1.01
 4824   27.62   27.62   27.62    1.00
 4834   27.56   27.56   27.56    1.00
 4844   27.83 -999.00   27.56    1.01
 4854   27.56   27.56   27.56    1.01
 4864   27.66   27.66   27.66    1.01
 4880   27.77   27.77   27.77    1.01
 4890   27.74   27.74   27.74    1.01
 4900   27.59   27.59   27.59    1.01
 4911   28.06 -999.00   27.58    1.01
 4921   27.56   27.56   27.56    1.01
 4931   27.83   27.83   27.83    1.01
 4941   27.70   27.70   27.70    1.01
 4951   28.76 -999.00   27.65    1.00
 4961   27.59   27.59   27.59    1.01
 4971   27.62   27.62   27.62    1.00
 4981   27.58   27.58   27.58    1.00
 4992   27.66   27.66   27.66    1.01
 5002   27.82   27.82   27.82    1.01
 5012   27.72   27.72   27.72    1.01
 5022   27.56   27.56   27.56    1.01
 5032   28.57 -999.00   27.60    1.00
 5042   27.64   27.64   27.64    1.01
 5052   27.56   27.56   27.56    1.01
 5063   27.59   27.59   27.59    1.01
 5073   27.82   27.82   27.82    1.01
 5083   27.72   27.72   27.72    1.01
 5093   29.28 -999.00   27.67    1.00
 5103   27.62   27.62   27.62    1.01
 5113   27.62   27.62   27.62    1.01
 5123   28.52 -999.00   27.62    1.01
 5133   27.61   27.61   27.61    1.00
 5143   27.66   27.66   27.66    1.01
 5154   28.38 -999.00   27.63    1.01
 5164   27.61   27.61   27.61    1.01
 5174   27.72   27.72   27.72    1.01
 5184   27.72   27.72   27.72    1.01
 5194   27.91   27.91   27.91    1.01
 5204   27.98   27.98   27.98    1.01
 5214   27.77   27.77   27.77    1.01
 5230   27.87   27.87   27.87    1.01
 5240   29.26 -999.00   27.78    1.00
 5250   27.70   27.70   27.70    1.01
 5260   27.61   27.61   27.61    1.01
 5270   27.64   27.64   27.64    1.01
 5280   27.78 -999.00   27.63    1.01
 5290   27.62   27.62   27.62    1.01
 5301   27.62   27.62   27.62    1.01
 5311   27.59   27.59   27.59    1.01
 5321   27.70   27.70   27.70    1.01
 5331   27.74   27.74   27.74    1.01
 5341   27.75   27.75   27.75    1.01
 5351   27.61   27.61   27.61    1.01
 5361   28.40 -999.00   27.64    1.01
 5371   27.67   27.67   27.67    1.01
 5381   29.70 -999.00   27.69    1.00
 5391   27.70   27.70   27.70    1.01
 5401   28.04 -999.00   27.70    1.01
 5412   27.70   27.70   27.70    1.01
 5422   27.78   27.78   27.78    1.01
 5432   27.74   27.74   27.74    1.01
 5442   27.87   27.87   27.87    1.01
 5452   27.82   27.82   27.82    1.01
 5462   27.72   27.72   27.72    1.01
 5472   27.90   27.90   27.90    1.01
 5482   27.82   27.82   27.82    1.01
 5492   27.72   27.72   27.72    1.00
 5503   28.78 -999.00   27.84    1.01
 5513   27.95   27.95   27.95    1.01
 5523   27.90   27.90   27.90    1.01
 5533   27.88   27.88   27.88    1.01
 5543   27.70   27.70   27.70    1.00
 5553   27.70   27.70   27.70    1.01
 5563   27.72   27.72   27.72    1.01
 5573   27.83   27.83   27.83    1.01
 5584   27.88   27.88   27.88    1.01
 5594   27.75   27.75   27.75    1.01
 5604   27.75   27.75   27.75    1.01
 5614   27.88   27.88   27.88    1.01
 5624   27.87   27.87   27.87    1.01
 5634   27.91   27.91   27.91    1.01
 5644   27.75   27.75   27.75    1.01
 5654   27.70   27.70   27.70    1.01
 5664   27.96 -999.00   27.73    1.01
 5674   27.75   27.75   27.75    1.01
 5690   27.91   27.91   27.91    1.01
 5700   27.72   27.72   27.72    1.01
 5710   27.91   27.91   27.91    1.01
 5720   27.96   27.96   27.96    1.01
 5730   27.72   27.72   27.72    1.01
 5740   27.87 -999.00   27.72    1.01
 5751   27.72   27.72   27.72    1.01
 5761   27.91 -999.00   27.72    1.01
 5771   27.72   27.72   27.72    1.01
 5781   27.88 -999.00   27.72    1.01
 5791   27.72   27.72   27.72    1.01
 5801   28.07 -999.00   27.81    1.01
 5811   27.90   27.90   27.90    1.01
 5822   28.64 -999.00   27.86    1.01
 5832   27.82   27.82   27.82    1.01
 5842   27.78   27.78   27.78    1.01
 5852   27.87   27.87   27.87    1.01
 5862   27.78   27.78   27.78    1.01
 5872   27.91   27.91   27.91    1.01
 5882   28.30 -999.00   27.94    1.01
 5892   27.96   27.96   27.96    1.01
 5902   27.87   27.87   27.87    1.01
 5912   28.60 -999.00   28.02    1.01
 5922   28.17   28.17   28.17    1.01
 5932   27.83   27.83   27.83    1.01
 5943   28.12 -999.00   27.79    1.01
 5953   27.75   27.75   27.75    1.01
 5963   27.77   27.77   27.77    1.01
 5973   27.90   27.90   27.90    1.01
 5983   27.96   27.96   27.96    1.01
 5993   28.09   28.09   28.09    1.01
 6003   28.09   28.09   28.09    1.01
 6014   27.91   27.91   27.91    1.01
 6024   28.03   28.03   28.03    1.01
 6034   27.83   27.83   27.83    1.01
 6044   28.48 -999.00   27.86    1.01
 6054   27.88   27.88   27.88    1.01
 6069   27.80   27.80   27.80    1.01
 6080   28.41 -999.00   27.81    1.01
 6090   27.82   27.82   27.82    1.01
 6100   27.83   27.83   27.83    1.01
 6111   27.83   27.83   27.83    1.01
 6121   28.14 -999.00   27.91    1.01
 6131   27.99   27.99   27.99    1.01
 6141   27.85   27.85   27.85    1.01
 6151   28.07 -999.00   27.86    1.01
 6161   27.87   27.87   27.87    1.01
 6171   27.88   27.88   27.88    1.01
 6181   27.99   27.99   27.99    1.01
 6191   27.87   27.87   27.87    1.01
 6202   27.91   27.91   27.91    1.01
 6212   28.07   28.07   28.07    1.01
 6222   28.03   28.03   28.03    1.01
 6232   28.70 -999.00   28.04    1.01
 6242   28.06   28.06   28.06    1.01
 6252   28.03   28.03   28.03    1.01
 6262   28.04   28.04   28.04    1.01
 6272   27.88   27.88   27.88    1.01
 6282   27.91   27.91   27.91    1.01
 6293   28.06   28.06   28.06    1.01
 6303   28.07   28.07   28.07    1.01
 6313   28.07   28.07   28.07    1.01
 6323   28.06   28.06   28.06    1.01
 6333   28.22   28.22   28.22    1.01
 6343   28.22   28.22   28.22    1.01
 6353   28.14   28.14   28.14    1.01
 6363   27.88   27.88   27.88    1.01
 6373   28.07   28.07   28.07    1.01
 6383   27.98   27.98   27.98    1.01
 6393   28.11   28.11   28.11    1.01
 6404   28.19   28.19   28.19    1.01
 6414   28.27   28.27   28.27    1.01
 6424   29.74 -999.00   28.24    1.01
 6434   28.22   28.22   28.22    1.01
 6444   28.11   28.11   28.11    1.01
 6454   28.01   28.01   28.01    1.01
 6464   28.33 -999.00   28.05    1.01
 6474   28.09   28.09   28.09    1.01
 6490   28.23   28.23   28.23    1.01
 6500   28.78 -999.00   28.24    1.01
 6510   28.25   28.25   28.25    1.01
 6521   28.23   28.23   28.23    1.01
 6531   28.43   28.43   28.43    1.01
 6541   28.67   28.67   28.67    1.01
 6551   28.54   28.54   28.54    1.01
 6561   28.40   28.40   28.40    1.01
 6571   28.51   28.51   28.51    1.01
 6581   28.27   28.27   28.27    1.01
 6591   28.36   28.36   28.36    1.01
 6601   28.25   28.25   28.25    1.01
 6611   28.27   28.27   28.27    1.01
 6622   28.31   28.31   28.31    1.01
 6632   28.46   28.46   28.46    1.01
 6642   28.33   28.33   28.33    1.01
 6652   28.64   28.64   28.64    1.01
 6662   29.29 -999.00   28.66    1.01
 6672   28.68   28.68   28.68    1.01
 6682   28.93 -999.00   28.54    1.01
 6692   28.40   28.40   28.40    1.01
 6703   28.38   28.38   28.38    1.01
 6713   28.41   28.41   28.41    1.01
 6723   28.36   28.36   28.36    1.01
 6733   28.56   28.56   28.56    1.01
 6743   29.10 -999.00   28.49    1.01
 6753   28.43   28.43   28.43    1.01
 6763   28.38   28.38   28.38    1.01
 6774   28.40   28.40   28.40    1.01
 6784   28.40   28.40   28.40    1.01
 6794   28.17   28.17   28.17    1.01
 6804   28.60 -999.00   28.31    1.01
 6814   28.46   28.46   28.46    1.01
 6824   28.67   28.67   28.67    1.01
 6834   28.81 -999.00   28.63    1.01
 6844   28.59   28.59   28.59    1.01
 6854   28.67   28.67   28.67    1.01
 6870   28.60   28.60   28.60    1.01
 6880   28.73   28.73   28.73    1.01
 6890   28.80   28.80   28.80    1.01
 6900   28.94   28.94   28.94    1.01
 6910   30.08 -999.00   28.91    1.01
 6920   28.88   28.88   28.88    1.01
 6930   28.67   28.67   28.67    1.01
 6941   28.80   28.80   28.80    1.01
 6951   28.67   28.67   28.67    1.01
 6961   28.65   28.65   28.65    1.01
 6971   29.95 -999.00   28.72    1.01
 6981   28.80   28.80   28.80    1.01
 6991   28.80   28.80   28.80    1.01
 7001   29.66 -999.00   28.84    1.01
 7011   28.88   28.88   28.88    1.01
 7021   29.01   29.01   29.01    1.01
 7031   28.72   28.72   28.72    1.01
 7041   28.70   28.70   28.70    1.01
 7051   28.68   28.68   28.68    1.01
 7062   28.67   28.67   28.67    1.01
