  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
 7072   29.76 -999.00   28.74    1.01
 7082   28.81   28.81   28.81    1.01
 7092   28.72   28.72   28.72    1.01
 7102   28.68   28.68   28.68    1.01
 7112   28.70   28.70   28.70    1.01
 7122   28.67   28.67   28.67    1.01
 7133   28.83   28.83   28.83    1.01
 7143   28.81   28.81   28.81    1.01
 7153   28.73   28.73   28.73    1.01
 7163   28.89   28.89   28.89    1.01
 7173   28.86   28.86   28.86    1.01
 7183   28.75   28.75   28.75    1.01
 7193   28.72   28.72   28.72    1.01
 7203   28.68   28.68   28.68    1.01
 7213   28.89   28.89   28.89    1.01
 7223   28.91   28.91   28.91    1.01
 7234   28.76   28.76   28.76    1.01
 7244   28.75   28.75   28.75    1.01
 7254   28.76   28.76   28.76    1.01
 7264   28.75   28.75   28.75    1.01
 7280   28.75   28.75   28.75    1.01
 7290   28.75   28.75   28.75    1.01
 7300   28.76   28.76   28.76    1.01
 7310   28.93 -999.00   28.77    1.01
 7320   28.78   28.78   28.78    1.01
 7330   28.84   28.84   28.84    1.01
 7341   28.89   28.89   28.89    1.01
 7351   28.93   28.93   28.93    1.01
 7361   28.83   28.83   28.83    1.01
 7371   28.86   28.86   28.86    1.01
 7381   28.81   28.81   28.81    1.01
 7391   28.94   28.94   28.94    1.01
 7402   28.81   28.81   28.81    1.01
 7412   29.66 -999.00   28.89    1.01
 7422   28.96   28.96   28.96    1.01
 7432   28.89   28.89   28.89    1.01
 7442   28.83   28.83   28.83    1.01
 7452   28.94   28.94   28.94    1.01
 7462   28.83   28.83   28.83    1.01
 7472   29.07 -999.00   28.84    1.01
 7482   28.84   28.84   28.84    1.01
 7493   28.89   28.89   28.89    1.01
 7503   29.09 -999.00   28.88    1.01
 7513   28.86   28.86   28.86    1.01
 7523   28.88   28.88   28.88    1.01
 7533   29.15 -999.00   28.89    1.01
 7543   28.91   28.91   28.91    1.01
 7553   28.94   28.94   28.94    1.01
 7563   28.97   28.97   28.97    1.01
 7573   29.46 -999.00   28.95    1.01
 7584   28.93   28.93   28.93    1.01
 7594   30.19 -999.00   29.01    1.01
 7604   29.10   29.10   29.10    1.01
 7614   28.91   28.91   28.91    1.01
 7624   28.94   28.94   28.94    1.01
 7634   29.07   29.07   29.07    1.01
 7651   28.96   28.96   28.96    1.01
 7661   29.18 -999.00   28.97    1.01
 7671   28.99   28.99   28.99    1.01
 7681   29.13   29.13   29.13    1.01
 7691   29.25   29.25   29.25    1.01
 7701   29.04   29.04   29.04    1.01
 7711   29.87   29.87   29.87    1.01
 7721   29.92   29.92   29.92    1.01
 7731   29.20   29.20   29.20    1.01
 7741   29.04   29.04   29.04    1.01
 7752   29.31   29.31   29.31    1.01
 7762   29.28   29.28   29.28    1.01
 7772   29.18   29.18   29.18    1.01
 7782   29.26   29.26   29.26    1.01
 7792   29.05   29.05   29.05    1.01
 7802   30.80 -999.00   29.74    1.01
 7812   30.43   30.43   30.43    1.01
 7822   29.37   29.37   29.37    1.01
 7832   30.05 -999.00   29.33    1.01
 7842   29.28   29.28   29.28    1.01
 7853   29.34   29.34   29.34    1.01
 7863   29.17   29.17   29.17    1.01
 7873   29.23   29.23   29.23    1.01
 7883   29.15   29.15   29.15    1.01
 7893   29.34 -999.00   29.17    1.01
 7903   29.18   29.18   29.18    1.01
 7913   28.72   28.72   28.72    1.01
 7924   29.13   29.13   29.13    1.01
 7934   29.12   29.12   29.12    1.01
 7944   29.15   29.15   29.15    1.01
 7954   29.21   29.21   29.21    1.01
 7964   29.94 -999.00   29.23    1.01
 7980   29.26   29.26   29.26    1.01
 7990   29.29   29.29   29.29    1.01
 8000   29.28   29.28   29.28    1.01
 8010   29.28   29.28   29.28    1.01
 8020   29.23   29.23   29.23    1.01
 8030   30.05 -999.00   29.25    1.01
 8040   29.26   29.26   29.26    1.01
 8050   29.37   29.37   29.37    1.01
 8061   29.55   29.55   29.55    1.01
 8071   29.47   29.47   29.47    1.01
 8081   29.60   29.60   29.60    1.01
 8091   29.37   29.37   29.37    1.01
 8101   29.54   29.54   29.54    1.01
 8111   29.79   29.79   29.79    1.01
 8121   31.01 -999.00   29.60    1.01
 8131   29.41   29.41   29.41    1.01
 8142   29.39   29.39   29.39    1.01
 8152   29.54   29.54   29.54    1.01
 8162   31.24 -999.00   29.46    1.01
 8172   29.39   29.39   29.39    1.01
 8182   29.44   29.44   29.44    1.01
 8192   30.71 -999.00   29.54    1.01
 8202   29.63   29.63   29.63    1.01
 8212   29.46   29.46   29.46    1.01
 8222   29.44   29.44   29.44    1.01
 8232   29.70   29.70   29.70    1.01
 8242   30.00 -999.00   29.58    1.01
 8252   29.47   29.47   29.47    1.01
 8262   29.46   29.46   29.46    1.01
 8272   29.90 -999.00   29.46    1.01
 8283   29.47   29.47   29.47    1.01
 8293   29.70 -999.00   29.47    1.01
 8303   29.47   29.47   29.47    1.01
 8313   29.66   29.66   29.66    1.01
 8323   29.54   29.54   29.54    1.01
 8333   30.11 -999.00   29.58    1.01
 8343   29.63   29.63   29.63    1.01
 8354   29.55   29.55   29.55    1.01
 8364   30.05 -999.00   29.56    1.01
 8374   29.57   29.57   29.57    1.01
 8384   29.71   29.71   29.71    1.01
 8394   29.81   29.81   29.81    1.01
 8410   29.70   29.70   29.70    1.01
 8420   29.57   29.57   29.57    1.01
 8430   29.76   29.76   29.76    1.01
 8440   29.73   29.73   29.73    1.01
 8450   29.62   29.62   29.62    1.01
 8460   29.90   29.90   29.90    1.01
 8471   30.23   30.23   30.23    1.01
 8481   30.90 -999.00   29.94    1.01
 8491   29.66   29.66   29.66    1.01
 8501   29.81   29.81   29.81    1.01
 8511   31.01 -999.00   30.12    1.01
 8521   30.43   30.43   30.43    1.01
 8531   29.87   29.87   29.87    1.01
 8542   29.70   29.70   29.70    1.01
 8552   29.73   29.73   29.73    1.01
 8562   29.92   29.92   29.92    1.01
 8572   29.84   29.84   29.84    1.01
 8582   29.73   29.73   29.73    1.01
 8592   29.92 -999.00   29.74    1.01
 8602   29.76   29.76   29.76    1.01
 8612   30.71 -999.00   29.78    1.01
 8622   29.81   29.81   29.81    1.01
 8633   29.97   29.97   29.97    1.01
 8643   30.02   30.02   30.02    1.01
 8653   30.00   30.00   30.00    1.01
 8663   29.76   29.76   29.76    1.01
 8673   30.05   30.05   30.05    1.01
 8683   30.35 -999.00   29.95    1.01
 8693   29.86   29.86   29.86    1.01
 8703   30.19 -999.00   29.86    1.01
 8714   29.87   29.87   29.87    1.01
 8724   30.61 -999.00   29.86    1.01
 8734   29.84   29.84   29.84    1.01
 8744   29.89   29.89   29.89    1.01
 8754   29.99   29.99   29.99    1.01
 8764   30.26 -999.00   29.94    1.01
 8779   29.87   29.87   29.87    1.01
 8790   30.13 -999.00   29.88    1.01
 8801   29.89   29.89   29.89    1.01
 8811   30.39 -999.00   29.97    1.01
 8821   30.05   30.05   30.05    1.01
 8831   30.26   30.26   30.26    1.01
 8841   30.15   30.15   30.15    1.01
 8851   30.16   30.16   30.16    1.01
 8861   30.00   30.00   30.00    1.01
 8871   30.24   30.24   30.24    1.01
 8881   30.19   30.19   30.19    1.01
 8891   30.05   30.05   30.05    1.01
 8902   30.07   30.07   30.07    1.01
 8912   30.05   30.05   30.05    1.01
 8922   30.32   30.32   30.32    1.01
 8932   30.26   30.26   30.26    1.01
 8942   30.15   30.15   30.15    1.01
 8952   30.19   30.19   30.19    1.01
 8962   30.26   30.26   30.26    1.01
 8972   30.24   30.24   30.24    1.01
 8983   30.15   30.15   30.15    1.01
 8993   30.29   30.29   30.29    1.01
 9003   30.21   30.21   30.21    1.01
 9013   30.23   30.23   30.23    1.01
 9023   30.23   30.23   30.23    1.01
 9033   30.37   30.37   30.37    1.01
 9043   30.34   30.34   30.34    1.01
 9053   30.50 -999.00   30.31    1.01
 9063   30.27   30.27   30.27    1.01
 9073   30.45   30.45   30.45    1.01
 9083   31.16 -999.00   30.37    1.01
 9093   30.29   30.29   30.29    1.01
 9103   30.45 -999.00   30.30    1.01
 9113   30.31   30.31   30.31    1.01
 9124   30.53   30.53   30.53    1.01
 9134   30.48   30.48   30.48    1.01
 9144   31.11 -999.00   30.57    1.01
 9154   30.66   30.66   30.66    1.01
 9164   30.60   30.60   30.60    1.01
 9180   30.64   30.64   30.64    1.01
 9190   30.66   30.66   30.66    1.01
 9200   32.11 -999.00   30.60    1.01
 9210   30.53   30.53   30.53    1.01
 9220   30.50   30.50   30.50    1.01
 9230   31.01 -999.00   30.56    1.01
 9240   30.61   30.61   30.61    1.01
 9250   30.84   30.84   30.84    1.01
 9261   30.72   30.72   30.72    1.01
 9271   30.77   30.77   30.77    1.01
 9281   30.79   30.79   30.79    1.01
 9291   30.68   30.68   30.68    1.01
 9301   30.74   30.74   30.74    1.01
 9311   30.72   30.72   30.72    1.01
 9321   31.67   31.67   31.67    1.01
 9331   32.23   32.23   32.23    1.01
 9341   32.83 -999.00   31.56    1.01
 9351   30.88   30.88   30.88    1.02
 9361   30.84   30.84   30.84    1.01
 9372   31.03 -999.00   30.84    1.01
 9382   30.84   30.84   30.84    1.01
 9392   30.87   30.87   30.87    1.01
 9402   30.88   30.88   30.88    1.01
 9412   30.88   30.88   30.88    1.01
 9422   31.03   31.03   31.03    1.01
 9432   31.05   31.05   31.05    1.01
 9443   31.06   31.06   31.06    1.01
 9453   30.98   30.98   30.98    1.01
 9463   31.77 -999.00   31.11    1.01
 9473   31.24   31.24   31.24    1.01
 9483   31.11   31.11   31.11    1.01
 9493   31.01   31.01   31.01    1.01
 9503   31.82 -999.00   31.04    1.01
 9513   31.06   31.06   31.06    1.01
 9523   31.17   31.17   31.17    1.01
 9534   31.17   31.17   31.17    1.01
 9544   31.33   31.33   31.33    1.01
 9554   31.32   31.32   31.32    1.01
 9564   31.30   31.30   31.30    1.01
 9574   31.35   31.35   31.35    1.01
 9584   32.62 -999.00   31.37    1.01
 9599   31.40   31.40   31.40    1.01
 9610   31.37   31.37   31.37    1.01
 9620   31.22   31.22   31.22    1.01
 9630   31.25   31.25   31.25    1.01
 9641   31.35   31.35   31.35    1.01
 9651   31.33   31.33   31.33    1.01
 9661   31.41   31.41   31.41    1.01
 9671   31.33   31.33   31.33    1.01
 9681   31.29   31.29   31.29    1.01
 9691   31.33   31.33   31.33    1.01
 9701   33.00 -999.00   31.36    1.01
 9711   31.38   31.38   31.38    1.01
 9721   31.40   31.40   31.40    1.01
 9731   31.38   31.38   31.38    1.01
 9742   31.37   31.37   31.37    1.01
 9752   31.37   31.37   31.37    1.01
 9762   31.41   31.41   31.41    1.01
 9772   31.51   31.51   31.51    1.01
 9782   31.58   31.58   31.58    1.01
 9792   31.45   31.45   31.45    1.01
 9802   31.59   31.59   31.59    1.01
 9812   31.59   31.59   31.59    1.02
 9823   31.48   31.48   31.48    1.01
 9833   31.64 -999.00   31.47    1.01
 9843   31.46   31.46   31.46    1.01
 9853   31.45   31.45   31.45    1.01
 9863   31.51   31.51   31.51    1.01
 9873   31.49   31.49   31.49    1.01
 9883   31.61   31.61   31.61    1.02
 9893   31.51   31.51   31.51    1.01
 9904   31.78   31.78   31.78    1.01
 9914   31.82   31.82   31.82    1.02
 9924   31.64   31.64   31.64    1.01
 9934   31.56   31.56   31.56    1.01
 9944   31.59   31.59   31.59    1.01
 9954   31.61   31.61   31.61    1.01
 9964   31.70   31.70   31.70    1.02
 9974   31.83   31.83   31.83    1.02
 9984   31.64   31.64   31.64    1.02
10000   31.80   31.80   31.80    1.02
10010   31.78   31.78   31.78    1.01
10020   31.83   31.83   31.83    1.01
10030   31.67   31.67   31.67    1.01
10040   31.85   31.85   31.85    1.02
10051   31.94   31.94   31.94    1.02
10061   31.78   31.78   31.78    1.01
10071   31.78   31.78   31.78    1.01
10081   33.33 -999.00   31.78    1.01
10091   31.78   31.78   31.78    1.01
10101   31.88   31.88   31.88    1.02
10111   31.90   31.90   31.90    1.01
10121   33.42 -999.00   31.93    1.01
10131   31.96   31.96   31.96    1.02
10142   31.94   31.94   31.94    1.02
10152   33.07 -999.00   31.99    1.01
10162   32.04   32.04   32.04    1.02
10172   31.88   31.88   31.88    1.01
10182   31.85   31.85   31.85    1.02
10192   31.85   31.85   31.85    1.02
10202   31.77   31.77   31.77    1.02
10212   32.44 -999.00   31.81    1.01
10222   31.85   31.85   31.85    1.02
10233   31.90   31.90   31.90    1.02
10243   31.85   31.85   31.85    1.01
10253   32.47 -999.00   31.90    1.02
10263   31.94   31.94   31.94    1.01
10273   31.93   31.93   31.93    1.02
10283   32.14 -999.00   31.92    1.02
10294   31.91   31.91   31.91    1.01
10304   31.90   31.90   31.90    1.01
10314   31.83   31.83   31.83    1.01
10324   32.01   32.01   32.01    1.02
10334   33.05 -999.00   32.24    1.01
10344   32.47   32.47   32.47    1.01
10354   31.99   31.99   31.99    1.01
10371   32.23   32.23   32.23    1.02
10381   32.15   32.15   32.15    1.02
10391   31.98   31.98   31.98    1.01
10401   31.99   31.99   31.99    1.01
10411   32.20 -999.00   31.99    1.02
10421   31.99   31.99   31.99    1.01
10431   32.23   32.23   32.23    1.02
10441   32.19   32.19   32.19    1.01
10451   32.67 -999.00   32.10    1.02
10461   32.01   32.01   32.01    1.01
10472   32.09   32.09   32.09    1.02
10482   32.25 -999.00   32.08    1.02
10492   32.07   32.07   32.07    1.02
10502   32.27   32.27   32.27    1.02
10512   33.44 -999.00   32.15    1.01
10522   32.02   32.02   32.02    1.01
10532   32.89 -999.00   32.11    1.01
10542   32.19   32.19   32.19    1.02
10552   33.84 -999.00   32.21    1.01
10563   32.23   32.23   32.23    1.02
10573   32.22   32.22   32.22    1.01
10583   32.27   32.27   32.27    1.02
10593   32.12   32.12   32.12    1.01
10603   32.20   32.20   32.20    1.02
10613   32.39   32.39   32.39    1.02
10623   32.35   32.35   32.35    1.01
10633   32.41   32.41   32.41    1.02
10643   32.22   32.22   32.22    1.02
10653   32.33   32.33   32.33    1.02
10663   32.33   32.33   32.33    1.02
10674   32.15   32.15   32.15    1.01
10684   32.12   32.12   32.12    1.01
10694   31.91   31.91   31.91    1.01
10704   31.98   31.98   31.98    1.02
10714   32.27   32.27   32.27    1.02
10724   32.20   32.20   32.20    1.01
10734   32.17   32.17   32.17    1.01
10744   32.20   32.20   32.20    1.02
10754   32.30   32.30   32.30    1.01
10764   32.04   32.04   32.04    1.02
10774   32.22   32.22   32.22    1.01
10784   32.46   32.46   32.46    1.02
10799   32.36   32.36   32.36    1.01
10810   32.43   32.43   32.43    1.02
10820   32.30   32.30   32.30    1.01
10830   32.30   32.30   32.30    1.01
10840   32.44   32.44   32.44    1.02
10850   32.39   32.39   32.39    1.01
10860   32.49   32.49   32.49    1.02
10871   32.47   32.47   32.47    1.02
10881   32.57   32.57   32.57    1.02
10891   32.38   32.38   32.38    1.02
10901   32.35   32.35   32.35    1.01
10911   32.38   32.38   32.38    1.02
10921   32.47   32.47   32.47    1.02
10931   32.38   32.38   32.38    1.01
10941   32.41   32.41   32.41    1.01
10951   32.38   32.38   32.38    1.01
10962   32.55   32.55   32.55    1.02
10972   32.51   32.51   32.51    1.02
10982   32.43   32.43   32.43    1.02
10992   32.44   32.44   32.44    1.01
11002   32.43   32.43   32.43    1.01
11012   33.26 -999.00   32.46    1.01
11022   32.49   32.49   32.49    1.01
11032   32.47   32.47   32.47    1.01
11043   32.59   32.59   32.59    1.01
11053   32.68   32.68   32.68    1.02
11063   32.57   32.57   32.57    1.02
11073   32.60   32.60   32.60    1.02
11083   32.41   32.41   32.41    1.01
11093   32.60 -999.00   32.43    1.01
11103   32.46   32.46   32.46    1.01
11113   32.51   32.51   32.51    1.01
11123   32.51   32.51   32.51    1.01
11133   32.67   32.67   32.67    1.01
11143   32.54   32.54   32.54    1.01
11153   32.80   32.80   32.80    1.02
11164   32.72   32.72   32.72    1.01
11174   32.62   32.62   32.62    1.02
11184   32.68   32.68   32.68    1.01
11194   32.59   32.59   32.59    1.01
11204   32.73   32.73   32.73    1.01
11214   32.76   32.76   32.76    1.01
11224   32.57   32.57   32.57    1.01
11234   33.60 -999.00   32.71    1.01
11244   32.84   32.84   32.84    1.01
11254   32.64   32.64   32.64    1.01
11270   32.81   32.81   32.81    1.01
11280   32.76   32.76   32.76    1.01
11290   32.89   32.89   32.89    1.02
11300   32.72   32.72   32.72    1.01
11311   32.76   32.76   32.76    1.01
11321   32.84   32.84   32.84    1.02
11331   32.75   32.75   32.75    1.01
11341   32.99   32.99   32.99    1.02
11351   32.91   32.91   32.91    1.02
11361   32.96   32.96   32.96    1.02
11371   32.70   32.70   32.70    1.01
11382   32.52   32.52   32.52    1.01
11392   32.92   32.92   32.92    1.02
11402   32.88   32.88   32.88    1.02
11412   32.70   32.70   32.70    1.01
11422   32.99   32.99   32.99    1.02
11432   33.47 -999.00   32.93    1.01
11442   32.88   32.88   32.88    1.02
11452   32.81   32.81   32.81    1.01
11462   32.92   32.92   32.92    1.02
11473   32.57   32.57   32.57    1.02
11483   32.92 -999.00   32.56    1.01
11493   32.55   32.55   32.55    1.01
11503   32.65   32.65   32.65    1.02
11513   32.54   32.54   32.54    1.01
11523   32.68   32.68   32.68    1.02
11533   32.73   32.73   32.73    1.01
11543   32.76   32.76   32.76    1.01
11553   32.83   32.83   32.83    1.02
11564   32.92   32.92   32.92    1.02
11574   32.65   32.65   32.65    1.01
11584   32.67   32.67   32.67    1.01
11594   32.76   32.76   32.76    1.01
11604   32.62   32.62   32.62    1.01
11614   32.76 -999.00   32.52    1.02
11629   32.38   32.38   32.38    1.01
11640   32.54   32.54   32.54    1.01
11650   32.68 -999.00   32.51    1.01
11660   32.47   32.47   32.47    1.01
11670   32.11   32.11   32.11    1.02
11680   32.31   32.31   32.31    1.02
11690   32.36   32.36   32.36    1.02
11701   33.45 -999.00   32.66    1.01
11711   32.92   32.92   32.92    1.01
11721   33.60 -999.00   32.46    1.01
11731   31.99   31.99   31.99    1.01
11741   32.27 -999.00   32.03    1.02
11751   32.07   32.07   32.07    1.01
11761   32.41   32.41   32.41    1.01
11771   33.31 -999.00   32.36    1.01
11781   32.31   32.31   32.31    1.01
11791   32.11   32.11   32.11    1.02
11802   32.43 -999.00   32.08    1.01
11812   32.06   32.06   32.06    1.01
11822   32.09   32.09   32.09    1.01
11832   32.07   32.07   32.07    1.02
11842   32.20   32.20   32.20    1.01
11852   32.27   32.27   32.27    1.02
11862   32.14   32.14   32.14    1.01
11872   32.25   32.25   32.25    1.02
11883   32.22   32.22   32.22    1.01
11893   32.33   32.33   32.33    1.01
11903   32.62   32.62   32.62    1.02
11913   32.65   32.65   32.65    1.02
11923   32.75   32.75   32.75    1.02
11933   32.73   32.73   32.73    1.02
11944   32.72   32.72   32.72    1.02
11954   32.54   32.54   32.54    1.02
11964   32.51   32.51   32.51    1.01
11974   32.75   32.75   32.75    1.01
11984   32.67   32.67   32.67    1.02
11999   32.51   32.51   32.51    1.01
12009   32.64   32.64   32.64    1.02
12020   32.46   32.46   32.46    1.02
12030   32.59   32.59   32.59    1.02
12040   32.54   32.54   32.54    1.02
12050   34.21 -999.00   32.71    1.01
12060   32.88   32.88   32.88    1.02
12070   32.72   32.72   32.72    1.01
12080   32.72   32.72   32.72    1.02
12090   33.08   33.08   33.08    1.02
12100   33.07   33.07   33.07    1.02
12111   32.84   32.84   32.84    1.01
12121   32.62   32.62   32.62    1.01
12131   32.76   32.76   32.76    1.02
12141   32.91   32.91   32.91    1.01
12151   34.48 -999.00   32.93    1.02
12161   32.96   32.96   32.96    1.02
12171   33.08   33.08   33.08    1.02
12181   32.99   32.99   32.99    1.01
12191   33.28 -999.00   32.98    1.02
12201   32.97   32.97   32.97    1.02
12211   33.04   33.04   33.04    1.01
12222   32.96   32.96   32.96    1.01
12232   33.02   33.02   33.02    1.01
12242   32.92   32.92   32.92    1.01
12252   32.83   32.83   32.83    1.02
12262   32.83   32.83   32.83    1.01
12273   32.97   32.97   32.97    1.02
12283   33.61 -999.00   32.91    1.02
12293   32.84   32.84   32.84    1.01
12303   32.91   32.91   32.91    1.01
12313   34.05 -999.00   32.88    1.01
12323   32.86   32.86   32.86    1.02
12334   32.60   32.60   32.60    1.02
12344   32.39   32.39   32.39    1.01
12354   32.39   32.39   32.39    1.02
12364   32.47   32.47   32.47    1.02
12374   33.26 -999.00   32.78    1.02
12384   33.08   33.08   33.08    1.02
12394   32.64   32.64   32.64    1.02
12409   32.72   32.72   32.72    1.02
12420   32.83   32.83   32.83    1.01
12431   32.67   32.67   32.67    1.02
12441   33.41 -999.00   32.61    1.02
12451   32.55   32.55   32.55    1.01
12461   32.97 -999.00   32.60    1.02
12471   32.65   32.65   32.65    1.02
12481   32.43   32.43   32.43    1.01
12492   32.27   32.27   32.27    1.01
12502   32.33   32.33   32.33    1.02
12512   32.84 -999.00   32.47    1.02
12522   32.62   32.62   32.62    1.02
12532   32.55   32.55   32.55    1.01
12542   32.60   32.60   32.60    1.01
12552   32.99   32.99   32.99    1.02
12562   32.97   32.97   32.97    1.02
12572   33.15   33.15   33.15    1.02
12583   33.25   33.25   33.25    1.02
12593   33.17   33.17   33.17    1.01
12603   33.15   33.15   33.15    1.01
12613   33.15   33.15   33.15    1.02
12623   33.42   33.42   33.42    1.02
12633   33.42   33.42   33.42    1.02
12643   33.28   33.28   33.28    1.02
12653   33.31   33.31   33.31    1.02
12663   33.49   33.49   33.49    1.02
12673   34.24 -999.00   33.36    1.01
12684   33.21   33.21   33.21    1.01
12694   33.90 -999.00   32.95    1.01
12704   32.68   32.68   32.68    1.01
12714   32.94   32.94   32.94    1.02
12724   34.87 -999.00   33.33    1.01
12734   33.71   33.71   33.71    1.02
12744   33.17   33.17   33.17    1.02
12754   32.97   32.97   32.97    1.02
12769   33.05   33.05   33.05    1.02
12780   32.99   32.99   32.99    1.02
12790   33.21 -999.00   32.97    1.02
12801   32.96   32.96   32.96    1.01
12811   33.05   33.05   33.05    1.02
12821   33.39 -999.00   32.92    1.02
12831   32.80   32.80   32.80    1.01
12841   33.63 -999.00   32.84    1.02
12851   32.89   32.89   32.89    1.02
12862   33.45   33.45   33.45    1.02
12872   33.36   33.36   33.36    1.01
12882   33.73 -999.00   33.46    1.02
12892   33.57   33.57   33.57    1.02
12902   33.45   33.45   33.45    1.02
12913   33.34   33.34   33.34    1.01
12923   33.28   33.28   33.28    1.01
12933   33.45   33.45   33.45    1.02
12943   33.47   33.47   33.47    1.02
12953   33.28   33.28   33.28    1.01
12963   33.44   33.44   33.44    1.02
12973   34.16 -999.00   33.38    1.02
12983   33.33   33.33   33.33    1.01
12993   33.37   33.37   33.37    1.01
13003   33.36   33.36   33.36    1.01
13013   33.60   33.60   33.60    1.02
13024   35.19   35.19   35.19    1.01
13034   35.08   35.08   35.08    1.01
13044   33.31   33.31   33.31    1.02
13054   33.49   33.49   33.49    1.02
13064   34.24 -999.00   33.48    1.02
13079   33.47   33.47   33.47    1.02
13090   33.86 -999.00   33.51    1.02
13101   33.55   33.55   33.55    1.02
13111   33.45   33.45   33.45    1.01
13121   33.49   33.49   33.49    1.02
13131   33.25   33.25   33.25    1.01
13141   33.21   33.21   33.21    1.02
13151   33.52   33.52   33.52    1.01
13161   33.86 -999.00   33.52    1.02
13171   33.52   33.52   33.52    1.01
13181   33.57   33.57   33.57    1.02
13191   33.37   33.37   33.37    1.01
13201   33.52   33.52   33.52    1.02
13212   33.47   33.47   33.47    1.02
13222   33.37   33.37   33.37    1.01
13232   33.41   33.41   33.41    1.02
13242   33.36   33.36   33.36    1.01
13252   33.36   33.36   33.36    1.01
13262   33.17   33.17   33.17    1.01
13272   33.28   33.28   33.28    1.02
13282   33.18   33.18   33.18    1.02
13293   33.42   33.42   33.42    1.02
13303   33.63 -999.00   33.44    1.02
13313   33.45   33.45   33.45    1.02
13323   33.71 -999.00   33.37    1.01
13333   33.29   33.29   33.29    1.01
13343   33.44   33.44   33.44    1.02
13353   33.42   33.42   33.42    1.02
13363   33.63 -999.00   33.45    1.01
13373   33.49   33.49   33.49    1.02
13384   33.47   33.47   33.47    1.02
13394   33.63   33.63   33.63    1.02
13404   33.78 -999.00   33.58    1.02
13414   33.53   33.53   33.53    1.02
13424   33.52   33.52   33.52    1.02
13434   33.79 -999.00   33.57    1.02
13444   33.63   33.63   33.63    1.02
13454   34.27 -999.00   33.52    1.02
13464   33.41   33.41   33.41    1.02
13480   33.02   33.02   33.02    1.02
13490   33.21 -999.00   33.04    1.02
13500   33.05   33.05   33.05    1.01
13510   33.10   33.10   33.10    1.02
13521   33.50   33.50   33.50    1.02
13531   33.41   33.41   33.41    1.02
13541   33.61 -999.00   33.40    1.02
13551   33.39   33.39   33.39    1.02
13561   35.51 -999.00   33.53    1.01
13571   33.66   33.66   33.66    1.02
13581   33.44   33.44   33.44    1.02
13591   33.45   33.45   33.45    1.02
13602   34.66 -999.00   33.50    1.02
13612   33.55   33.55   33.55    1.02
13622   33.29   33.29   33.29    1.02
13632   33.13   33.13   33.13    1.02
13642   33.55   33.55   33.55    1.02
13652   33.82 -999.00   33.50    1.02
13662   33.45   33.45   33.45    1.01
13672   33.34   33.34   33.34    1.02
13682   33.41   33.41   33.41    1.02
13692   33.44   33.44   33.44    1.02
13702   33.31   33.31   33.31    1.02
13713   33.45 -999.00   33.30    1.01
13723   33.29   33.29   33.29    1.01
13733   33.57 -999.00   33.33    1.02
13743   33.36   33.36   33.36    1.02
13753   33.37   33.37   33.37    1.02
13763   35.04 -999.00   33.34    1.01
13773   33.31   33.31   33.31    1.01
13784   33.55 -999.00   33.26    1.02
13794   33.21   33.21   33.21    1.02
13804   33.31   33.31   33.31    1.02
13814   33.10   33.10   33.10    1.01
13824   33.44   33.44   33.44    1.02
13834   33.58 -999.00   33.44    1.02
13844   33.44   33.44   33.44    1.02
13854   33.55   33.55   33.55    1.02
13869   33.57   33.57   33.57    1.02
13880   33.92   33.92   33.92    1.02
13890   33.87   33.87   33.87    1.02
13900   33.42   33.42   33.42    1.02
13910   33.13   33.13   33.13    1.02
13921   33.39   33.39   33.39    1.02
13931   33.28   33.28   33.28    1.02
13941   34.34 -999.00   33.44    1.02
13951   33.60   33.60   33.60    1.02
13961   34.21 -999.00   33.65    1.02
13971   33.70   33.70   33.70    1.02
13982   33.70   33.70   33.70    1.02
13992   35.33 -999.00   33.73    1.01
14002   33.76   33.76   33.76    1.02
14012   33.79   33.79   33.79    1.02
14022   33.82   33.82   33.82    1.02
14032   33.58   33.58   33.58    1.02
14042   33.61   33.61   33.61    1.02
14052   35.01 -999.00   33.50    1.02
14062   33.39   33.39   33.39    1.02
14072   33.25   33.25   33.25    1.01
14083   33.53   33.53   33.53    1.01
14093   33.53   33.53   33.53    1.02
14103   33.58   33.58   33.58    1.02
14113   34.55   34.55   34.55    1.01
14123   34.93 -999.00   33.95    1.01
14133   33.36   33.36   33.36    1.02
14144   34.08 -999.00   33.53    1.02
14154   33.70   33.70   33.70    1.02
14164   33.55   33.55   33.55    1.02
14174   33.61   33.61   33.61    1.02
14190   33.68   33.68   33.68    1.02
14200   34.03   34.03   34.03    1.02
14210   33.94   33.94   33.94    1.02
14220   33.74   33.74   33.74    1.02
14230   33.73   33.73   33.73    1.02
14240   33.92 -999.00   33.73    1.02
14250   33.73   33.73   33.73    1.02
14261   33.70   33.70   33.70    1.01
14271   33.73   33.73   33.73    1.01
14281   35.32 -999.00   33.80    1.02
14291   33.87   33.87   33.87    1.02
14301   33.65   33.65   33.65    1.01
14311   33.60   33.60   33.60    1.01
14321   34.21 -999.00   33.65    1.02
14331   33.70   33.70   33.70    1.02
14341   33.70   33.70   33.70    1.02
14352   33.63   33.63   33.63    1.02
14362   33.78   33.78   33.78    1.02
14372   33.68   33.68   33.68    1.02
14382   33.49   33.49   33.49    1.02
